City_District,Year,Season,Crop_Type,Failure_Rate_Percentage,Affected_Area_Hectares,Primary_Cause,Economic_Loss_Crores
Gondia,2021,Rabi,Onion,55.81,1262.92,Drought,70.48
Ambarnath,2021,Kharif,Onion,67.37,2513.72,Unseasonal Rain,169.35
Washim,2023,Rabi,Wheat,76.61,1672.3,Drought,128.11
Beed,2023,Kharif,Tur (Pigeon Pea),48.69,3666.88,Unseasonal Rain,178.54
Hingoli,2024,Zaid,Tur (Pigeon Pea),9.69,612.31,Unseasonal Rain,5.93
Ulhasnagar,2024,Zaid,Bajra,39.44,605.57,Flood,23.88
Pune,2021,Kharif,Onion,37.27,1352.02,Unseasonal Rain,50.39
Sindhudurg,2024,Rabi,Onion,46.07,805.03,Soil Degradation,37.09
Vasai-Virar,2022,Rabi,Tur (Pigeon Pea),62.42,1356.04,Flood,84.64
Ichalkaranji,2021,Kharif,Maize,87.18,504.72,Heatwave,44.0
Dhule,2023,Zaid,Rice,32.76,1207.82,Soil Degradation,39.57
Malegaon,2024,Rabi,Rice,67.56,744.51,Disease,50.3
Hingoli,2023,Rabi,Bajra,67.3,2359.37,Soil Degradation,158.79
Navi Mumbai,2023,Zaid,Jowar,81.88,4267.37,Drought,349.41
Chandrapur,2024,Rabi,Maize,90.12,1121.29,Drought,101.05
Chandrapur,2021,Kharif,Bajra,89.33,4982.77,Flood,445.11
Nanded,2021,Rabi,Wheat,80.69,567.21,Pest Attack,45.77
Latur,2022,Zaid,Bajra,13.92,1787.66,Flood,24.88
Akola,2021,Kharif,Soybean,49.18,3268.18,Heatwave,160.73
Nandurbar,2023,Kharif,Tur (Pigeon Pea),30.44,2022.88,Drought,61.58
Sindhudurg,2023,Rabi,Sugarcane,88.09,913.5,Soil Degradation,80.47
Bhusawal,2024,Rabi,Wheat,42.08,4077.14,Pest Attack,171.57
Mira-Bhayandar,2022,Kharif,Soybean,10.25,1867.94,Heatwave,19.15
Beed,2024,Rabi,Wheat,15.62,686.79,Pest Attack,10.73
Nagpur,2023,Zaid,Jowar,76.89,4221.14,Drought,324.56
Yavatmal,2022,Kharif,Sugarcane,54.79,652.33,Unseasonal Rain,35.74
Malegaon,2024,Kharif,Sugarcane,21.64,4808.7,Soil Degradation,104.06
Ulhasnagar,2024,Rabi,Wheat,74.93,319.52,Pest Attack,23.94
Jalgaon,2022,Rabi,Cotton,12.95,3859.63,Heatwave,49.98
Thane,2024,Kharif,Jowar,41.27,2892.02,Unseasonal Rain,119.35
Yavatmal,2023,Zaid,Bajra,90.87,869.88,Soil Degradation,79.05
Beed,2024,Zaid,Rice,47.88,2231.88,Pest Attack,106.86
Amravati,2022,Rabi,Cotton,58.08,4563.93,Unseasonal Rain,265.07
Solapur,2024,Rabi,Jowar,34.84,3440.24,Pest Attack,119.86
Panvel,2021,Rabi,Jowar,26.95,4698.51,Drought,126.62
Ambarnath,2022,Kharif,Bajra,85.42,548.34,Drought,46.84
Jalgaon,2024,Rabi,Bajra,23.34,3602.48,Drought,84.08
Nagpur,2022,Kharif,Cotton,30.36,1049.94,Flood,31.88
Ulhasnagar,2021,Zaid,Wheat,35.03,573.76,Flood,20.1
Jalna,2023,Zaid,Soybean,33.43,4470.95,Drought,149.46
Bhusawal,2022,Kharif,Onion,53.47,4475.2,Unseasonal Rain,239.29
Mira-Bhayandar,2024,Rabi,Onion,25.0,2885.81,Heatwave,72.15
Akola,2024,Kharif,Jowar,93.57,411.53,Disease,38.51
Ulhasnagar,2021,Zaid,Maize,34.38,4656.39,Pest Attack,160.09
Palghar,2022,Zaid,Soybean,90.99,918.58,Soil Degradation,83.58
Kolhapur,2022,Kharif,Bajra,39.37,3726.77,Soil Degradation,146.72
Ambarnath,2022,Rabi,Sugarcane,33.07,3268.65,Disease,108.09
Kolhapur,2022,Rabi,Bajra,80.54,2339.37,Pest Attack,188.41
Jalgaon,2021,Rabi,Sugarcane,81.99,1728.59,Pest Attack,141.73
Mumbai,2021,Rabi,Maize,87.66,4670.4,Heatwave,409.41
Osmanabad,2024,Zaid,Jowar,46.27,466.22,Unseasonal Rain,21.57
Gondia,2024,Zaid,Rice,88.99,4144.42,Pest Attack,368.81
Malegaon,2021,Rabi,Rice,94.89,905.3,Pest Attack,85.9
Osmanabad,2021,Zaid,Jowar,14.62,1767.32,Soil Degradation,25.84
Jalgaon,2023,Zaid,Maize,76.16,1001.32,Soil Degradation,76.26
Ahmednagar,2021,Rabi,Rice,79.9,4887.57,Soil Degradation,390.52
Satara,2024,Rabi,Tur (Pigeon Pea),22.75,2594.31,Unseasonal Rain,59.02
Parbhani,2021,Kharif,Jowar,90.83,188.72,Drought,17.14
Palghar,2021,Rabi,Bajra,52.28,280.86,Drought,14.68
Vasai-Virar,2021,Rabi,Sugarcane,72.7,2724.11,Pest Attack,198.04
Sangli,2021,Zaid,Cotton,52.24,3993.84,Disease,208.64
Nashik,2023,Rabi,Soybean,50.86,2916.77,Unseasonal Rain,148.35
Hingoli,2022,Rabi,Bajra,71.01,2173.02,Soil Degradation,154.31
Bhandara,2021,Zaid,Wheat,79.38,1601.16,Unseasonal Rain,127.1
Nandurbar,2023,Zaid,Tur (Pigeon Pea),57.26,4589.26,Pest Attack,262.78
Nanded,2021,Rabi,Wheat,75.14,3566.9,Heatwave,268.02
Panvel,2021,Zaid,Maize,9.74,178.79,Soil Degradation,1.74
Kolhapur,2024,Zaid,Jowar,30.58,1074.91,Disease,32.87
Wardha,2021,Rabi,Cotton,7.88,1123.21,Unseasonal Rain,8.85
Chandrapur,2023,Rabi,Bajra,23.62,3251.92,Flood,76.81
Kolhapur,2021,Rabi,Soybean,37.02,158.85,Heatwave,5.88
Latur,2023,Zaid,Sugarcane,17.04,3640.97,Heatwave,62.04
Sangli,2021,Rabi,Bajra,92.45,2108.76,Drought,194.95
Chandrapur,2024,Zaid,Onion,94.18,2187.92,Disease,206.06
Kalyan-Dombivli,2024,Zaid,Soybean,65.29,4846.0,Soil Degradation,316.4
Wardha,2022,Kharif,Sugarcane,29.26,4123.25,Heatwave,120.65
Mira-Bhayandar,2024,Zaid,Bajra,12.54,2880.18,Heatwave,36.12
Mumbai,2022,Rabi,Rice,75.84,326.62,Flood,24.77
Jalgaon,2023,Rabi,Wheat,87.17,585.14,Disease,51.01
Bhiwandi,2021,Zaid,Bajra,43.97,2691.64,Drought,118.35
Malegaon,2022,Rabi,Sugarcane,24.74,1252.98,Unseasonal Rain,31.0
Beed,2024,Zaid,Tur (Pigeon Pea),82.96,3176.66,Unseasonal Rain,263.54
Jalna,2024,Rabi,Bajra,81.41,3822.5,Soil Degradation,311.19
Nagpur,2024,Rabi,Tur (Pigeon Pea),7.35,2075.98,Soil Degradation,15.26
Ulhasnagar,2024,Zaid,Rice,22.3,3009.99,Heatwave,67.12
Washim,2024,Zaid,Maize,83.75,756.71,Flood,63.37
Beed,2021,Kharif,Bajra,38.31,1429.66,Unseasonal Rain,54.77
Bhusawal,2024,Rabi,Soybean,52.03,717.54,Heatwave,37.33
Jalna,2024,Zaid,Sugarcane,82.31,3351.09,Unseasonal Rain,275.83
Washim,2023,Rabi,Onion,31.15,1421.6,Drought,44.28
Yavatmal,2022,Rabi,Wheat,88.0,3292.68,Heatwave,289.76
Sangli,2022,Rabi,Tur (Pigeon Pea),27.29,4224.74,Soil Degradation,115.29
Mira-Bhayandar,2023,Zaid,Rice,35.26,1744.67,Unseasonal Rain,61.52
Ratnagiri,2024,Rabi,Cotton,28.28,373.74,Unseasonal Rain,10.57
Kolhapur,2021,Zaid,Wheat,54.78,4252.4,Soil Degradation,232.95
Nagpur,2024,Kharif,Soybean,50.56,4976.81,Pest Attack,251.63
Bhandara,2022,Kharif,Cotton,27.44,875.12,Disease,24.01
Latur,2022,Kharif,Soybean,86.02,2663.45,Flood,229.11
Pune,2021,Zaid,Bajra,76.89,3212.39,Flood,247.0
Bhiwandi,2024,Rabi,Bajra,62.46,233.33,Flood,14.57
Palghar,2024,Zaid,Maize,63.46,1949.43,Unseasonal Rain,123.71
Nanded,2023,Zaid,Sugarcane,94.36,3136.5,Heatwave,295.96
Kolhapur,2024,Zaid,Tur (Pigeon Pea),14.24,4883.43,Soil Degradation,69.54
Amravati,2021,Rabi,Maize,41.01,2489.44,Drought,102.09
Vasai-Virar,2022,Rabi,Tur (Pigeon Pea),73.48,4450.97,Soil Degradation,327.06
Navi Mumbai,2023,Zaid,Maize,28.38,2636.16,Unseasonal Rain,74.81
Beed,2024,Kharif,Bajra,83.05,4146.68,Drought,344.38
Hingoli,2022,Zaid,Sugarcane,81.01,1654.93,Disease,134.07
Osmanabad,2024,Zaid,Rice,42.5,2229.49,Drought,94.75
Bhandara,2021,Zaid,Jowar,64.62,4243.06,Drought,274.19
Nanded,2024,Rabi,Soybean,8.91,2094.59,Drought,18.66
Jalgaon,2021,Kharif,Sugarcane,21.04,3301.26,Pest Attack,69.46
Mumbai,2022,Zaid,Jowar,79.74,2291.57,Disease,182.73
Gondia,2021,Rabi,Wheat,50.78,1882.32,Soil Degradation,95.58
Beed,2023,Kharif,Maize,72.86,2275.56,Disease,165.8
Ratnagiri,2024,Zaid,Cotton,7.31,1644.05,Flood,12.02
Bhusawal,2024,Zaid,Jowar,5.11,416.75,Unseasonal Rain,2.13
Kolhapur,2023,Zaid,Cotton,12.68,1188.01,Heatwave,15.06
Solapur,2023,Zaid,Jowar,80.9,485.94,Disease,39.31
Pune,2022,Zaid,Jowar,65.4,3425.36,Disease,224.02
Osmanabad,2022,Kharif,Tur (Pigeon Pea),81.06,4299.8,Drought,348.54
Chandrapur,2022,Rabi,Bajra,16.29,2677.34,Heatwave,43.61
Palghar,2022,Rabi,Tur (Pigeon Pea),29.37,4521.94,Pest Attack,132.81
Osmanabad,2023,Zaid,Tur (Pigeon Pea),47.76,1442.29,Disease,68.88
Ambarnath,2021,Kharif,Onion,71.03,1060.52,Drought,75.33
Satara,2023,Kharif,Wheat,89.7,3011.13,Unseasonal Rain,270.1
Nandurbar,2024,Rabi,Bajra,90.52,2833.92,Unseasonal Rain,256.53
Nashik,2024,Kharif,Rice,29.12,762.22,Soil Degradation,22.2
Thane,2023,Kharif,Tur (Pigeon Pea),78.41,3206.67,Pest Attack,251.43
Satara,2023,Rabi,Soybean,38.51,1997.2,Unseasonal Rain,76.91
Bhusawal,2021,Rabi,Cotton,35.06,4516.23,Pest Attack,158.34
Dhule,2021,Rabi,Jowar,26.15,1749.84,Pest Attack,45.76
Amravati,2022,Kharif,Sugarcane,8.43,3404.83,Flood,28.7
Panvel,2021,Zaid,Rice,87.23,1914.11,Disease,166.97
Jalgaon,2022,Rabi,Jowar,70.62,2503.1,Pest Attack,176.77
Gondia,2023,Zaid,Maize,54.29,4897.49,Pest Attack,265.88
Ambarnath,2021,Rabi,Maize,57.19,1606.79,Pest Attack,91.89
Jalgaon,2021,Zaid,Wheat,46.38,3580.32,Pest Attack,166.06
Washim,2024,Zaid,Jowar,41.06,4206.07,Disease,172.7
Nashik,2024,Kharif,Onion,75.54,1249.51,Drought,94.39
Sindhudurg,2024,Kharif,Wheat,36.14,3025.09,Disease,109.33
Ratnagiri,2024,Zaid,Cotton,90.95,3293.5,Unseasonal Rain,299.54
Beed,2021,Kharif,Wheat,19.76,2095.01,Disease,41.4
Dhule,2023,Kharif,Onion,53.0,4764.47,Flood,252.52
Aurangabad,2021,Zaid,Sugarcane,44.63,2553.67,Heatwave,113.97
Parbhani,2023,Zaid,Rice,30.64,1328.49,Flood,40.7
Ratnagiri,2023,Kharif,Cotton,62.86,4349.11,Soil Degradation,273.39
Wardha,2021,Zaid,Cotton,8.57,4857.77,Flood,41.63
Yavatmal,2024,Zaid,Bajra,84.45,4838.06,Unseasonal Rain,408.57
Ahmednagar,2023,Kharif,Cotton,69.97,1774.48,Flood,124.16
Solapur,2024,Rabi,Wheat,86.48,1596.16,Soil Degradation,138.04
Dhule,2021,Zaid,Rice,9.47,2885.75,Drought,27.33
Vasai-Virar,2023,Kharif,Onion,67.65,3916.87,Flood,264.98
Ahmednagar,2021,Rabi,Soybean,72.15,769.31,Flood,55.51
Pune,2022,Kharif,Sugarcane,80.74,4979.28,Unseasonal Rain,402.03
Gondia,2021,Kharif,Jowar,85.58,4704.36,Disease,402.6
Akola,2022,Kharif,Cotton,29.43,4716.88,Disease,138.82
Wardha,2022,Rabi,Rice,88.13,1662.77,Disease,146.54
Akola,2021,Kharif,Onion,75.63,2482.34,Soil Degradation,187.74
Parbhani,2024,Rabi,Rice,48.3,2609.22,Pest Attack,126.03
Panvel,2021,Zaid,Sugarcane,9.44,124.53,Soil Degradation,1.18
Navi Mumbai,2022,Rabi,Jowar,66.21,2535.84,Unseasonal Rain,167.9
Palghar,2022,Kharif,Soybean,36.65,111.47,Soil Degradation,4.09
Mumbai,2022,Zaid,Bajra,71.12,2725.55,Heatwave,193.84
Solapur,2021,Rabi,Sugarcane,74.25,438.14,Soil Degradation,32.53
Chandrapur,2021,Rabi,Tur (Pigeon Pea),62.44,2525.9,Pest Attack,157.72
Bhusawal,2021,Rabi,Rice,38.89,3932.51,Soil Degradation,152.94
Mira-Bhayandar,2023,Zaid,Cotton,14.28,813.79,Drought,11.62
Yavatmal,2023,Zaid,Maize,87.91,4224.73,Disease,371.4
Nanded,2023,Rabi,Maize,45.84,3736.76,Drought,171.29
Palghar,2021,Zaid,Onion,89.34,2550.5,Flood,227.86
Ichalkaranji,2023,Kharif,Sugarcane,83.36,4590.21,Flood,382.64
Amravati,2021,Rabi,Jowar,57.97,2007.31,Unseasonal Rain,116.36
Ambarnath,2024,Rabi,Jowar,35.14,2178.93,Unseasonal Rain,76.57
Mumbai,2024,Kharif,Jowar,24.26,3855.25,Drought,93.53
Sangli,2022,Zaid,Soybean,10.13,1116.42,Drought,11.31
Wardha,2024,Zaid,Maize,9.22,3836.46,Disease,35.37
Washim,2022,Zaid,Maize,63.2,1995.3,Drought,126.1
Ahmednagar,2021,Zaid,Sugarcane,56.87,3333.01,Pest Attack,189.55
Ichalkaranji,2022,Kharif,Cotton,67.63,4290.16,Soil Degradation,290.14
Aurangabad,2023,Zaid,Jowar,51.93,2739.53,Pest Attack,142.26
Satara,2021,Kharif,Maize,42.44,3329.41,Soil Degradation,141.3
Latur,2021,Rabi,Bajra,40.77,141.48,Unseasonal Rain,5.77
Amravati,2024,Rabi,Rice,92.37,3730.34,Drought,344.57
Ichalkaranji,2022,Zaid,Cotton,27.48,2769.7,Drought,76.11
Nanded,2022,Rabi,Sugarcane,20.7,1380.47,Drought,28.58
Pune,2024,Rabi,Cotton,28.9,2511.05,Pest Attack,72.57
Sindhudurg,2021,Rabi,Sugarcane,38.73,3216.17,Pest Attack,124.56
Amravati,2022,Rabi,Soybean,13.74,3372.65,Soil Degradation,46.34
Ulhasnagar,2022,Rabi,Sugarcane,58.81,372.05,Heatwave,21.88
Mumbai,2022,Zaid,Bajra,73.05,2762.56,Pest Attack,201.81
Jalgaon,2022,Rabi,Onion,80.61,3010.13,Soil Degradation,242.65
Ulhasnagar,2023,Rabi,Sugarcane,51.17,554.41,Heatwave,28.37
Panvel,2021,Rabi,Cotton,83.37,1263.54,Unseasonal Rain,105.34
Bhandara,2022,Kharif,Rice,56.14,1498.18,Flood,84.11
Akola,2023,Zaid,Soybean,90.36,2593.36,Flood,234.34
Nandurbar,2024,Rabi,Maize,15.69,3472.82,Flood,54.49
Nagpur,2024,Kharif,Onion,65.72,4044.84,Flood,265.83
Gondia,2022,Rabi,Jowar,42.28,2638.95,Drought,111.57
Bhusawal,2021,Kharif,Wheat,16.06,4536.65,Drought,72.86
Bhandara,2023,Zaid,Bajra,17.47,907.48,Drought,15.85
Chandrapur,2024,Kharif,Maize,38.75,480.91,Unseasonal Rain,18.64
Ratnagiri,2022,Rabi,Bajra,31.1,573.97,Pest Attack,17.85
Hingoli,2022,Kharif,Bajra,31.87,3762.27,Drought,119.9
Sangli,2023,Rabi,Rice,87.62,4611.89,Unseasonal Rain,404.09
Dhule,2022,Rabi,Sugarcane,61.89,1817.06,Soil Degradation,112.46
Mumbai,2024,Rabi,Soybean,30.61,1785.76,Drought,54.66
Bhiwandi,2022,Kharif,Tur (Pigeon Pea),62.08,867.76,Drought,53.87
Navi Mumbai,2022,Rabi,Cotton,58.82,1336.83,Pest Attack,78.63
Wardha,2022,Kharif,Tur (Pigeon Pea),14.08,1054.94,Soil Degradation,14.85
Malegaon,2022,Rabi,Wheat,39.35,2954.14,Disease,116.25
Kolhapur,2023,Rabi,Maize,50.18,3295.81,Unseasonal Rain,165.38
Satara,2023,Zaid,Onion,76.32,2119.53,Unseasonal Rain,161.76
Pune,2022,Rabi,Bajra,38.79,1781.05,Heatwave,69.09
Kolhapur,2021,Rabi,Wheat,17.04,2447.58,Flood,41.71
Ahmednagar,2024,Rabi,Maize,12.99,4987.39,Unseasonal Rain,64.79
Amravati,2021,Zaid,Bajra,24.41,1408.37,Drought,34.38
Nandurbar,2023,Zaid,Tur (Pigeon Pea),29.51,4384.17,Drought,129.38
Wardha,2021,Zaid,Jowar,59.66,541.63,Unseasonal Rain,32.31
Navi Mumbai,2022,Kharif,Soybean,75.86,2460.73,Drought,186.67
Nashik,2024,Rabi,Jowar,76.48,532.9,Soil Degradation,40.76
Beed,2021,Kharif,Onion,55.37,3571.81,Flood,197.77
Malegaon,2023,Rabi,Wheat,86.64,3699.15,Soil Degradation,320.49
Sangli,2024,Kharif,Jowar,25.44,1474.27,Disease,37.51
Washim,2022,Rabi,Sugarcane,56.42,4758.62,Flood,268.48
Washim,2023,Zaid,Maize,62.66,1498.87,Pest Attack,93.92
Kalyan-Dombivli,2023,Kharif,Cotton,37.24,3898.75,Heatwave,145.19
Parbhani,2023,Zaid,Jowar,31.94,2188.54,Pest Attack,69.9
Pune,2021,Rabi,Jowar,15.72,3269.63,Heatwave,51.4
Mumbai,2023,Rabi,Rice,60.92,771.49,Soil Degradation,47.0
Bhiwandi,2021,Zaid,Sugarcane,8.37,4923.21,Drought,41.21
Nagpur,2022,Rabi,Maize,58.76,4340.15,Pest Attack,255.03
Solapur,2023,Kharif,Cotton,25.95,4109.09,Soil Degradation,106.63
Yavatmal,2022,Zaid,Maize,44.54,588.44,Heatwave,26.21
Hingoli,2022,Zaid,Onion,92.48,2060.83,Heatwave,190.59
Ahmednagar,2022,Zaid,Cotton,59.29,1659.12,Pest Attack,98.37
Mira-Bhayandar,2023,Zaid,Soybean,53.26,1285.55,Soil Degradation,68.47
Kalyan-Dombivli,2021,Zaid,Wheat,14.25,2118.22,Disease,30.18
Ahmednagar,2022,Kharif,Onion,29.66,3175.86,Unseasonal Rain,94.2
Thane,2021,Zaid,Bajra,39.94,1186.73,Heatwave,47.4
Nashik,2021,Zaid,Soybean,55.65,590.28,Soil Degradation,32.85
Ratnagiri,2022,Rabi,Jowar,90.68,3601.84,Soil Degradation,326.61
Ratnagiri,2024,Kharif,Tur (Pigeon Pea),68.85,2568.46,Heatwave,176.84
Thane,2021,Zaid,Sugarcane,37.03,1618.1,Pest Attack,59.92
Ratnagiri,2024,Kharif,Rice,78.27,2954.24,Drought,231.23
Dhule,2023,Zaid,Cotton,79.0,3775.2,Soil Degradation,298.24
Thane,2022,Rabi,Onion,63.13,3266.93,Unseasonal Rain,206.24
Parbhani,2023,Kharif,Onion,32.05,912.8,Pest Attack,29.26
Aurangabad,2023,Zaid,Maize,70.61,233.1,Pest Attack,16.46
Ratnagiri,2022,Rabi,Soybean,94.81,1352.07,Heatwave,128.19
Nanded,2022,Rabi,Tur (Pigeon Pea),55.74,4081.34,Soil Degradation,227.49
Nandurbar,2021,Zaid,Soybean,76.61,2089.94,Soil Degradation,160.11
Pune,2024,Kharif,Bajra,51.62,2110.91,Heatwave,108.97
Hingoli,2024,Rabi,Maize,69.67,2887.58,Unseasonal Rain,201.18
Pune,2021,Zaid,Maize,50.38,3930.56,Disease,198.02
Nagpur,2022,Zaid,Cotton,43.03,4424.07,Drought,190.37
Nashik,2021,Rabi,Rice,91.72,4533.06,Unseasonal Rain,415.77
Mumbai,2024,Kharif,Sugarcane,23.77,1753.4,Flood,41.68
Ichalkaranji,2024,Rabi,Sugarcane,35.72,3918.34,Unseasonal Rain,139.96
Wardha,2021,Zaid,Wheat,9.76,3416.26,Pest Attack,33.34
Amravati,2022,Zaid,Cotton,18.89,2089.24,Pest Attack,39.47
Bhusawal,2021,Zaid,Bajra,58.71,4436.08,Pest Attack,260.44
Wardha,2022,Rabi,Rice,25.76,1963.48,Soil Degradation,50.58
Latur,2022,Rabi,Rice,81.5,2163.98,Pest Attack,176.36
Kalyan-Dombivli,2024,Zaid,Bajra,94.44,2799.62,Drought,264.4
Latur,2021,Kharif,Cotton,23.35,1501.46,Drought,35.06
Bhiwandi,2021,Kharif,Onion,16.2,1285.91,Drought,20.83
Washim,2022,Kharif,Cotton,79.14,1955.33,Pest Attack,154.74
Parbhani,2022,Rabi,Cotton,78.23,296.96,Heatwave,23.23
Ratnagiri,2022,Kharif,Wheat,86.85,1676.5,Heatwave,145.6
Thane,2021,Kharif,Tur (Pigeon Pea),72.7,2635.06,Heatwave,191.57
Jalna,2023,Kharif,Maize,19.43,3721.06,Heatwave,72.3
Ratnagiri,2023,Zaid,Maize,76.6,1516.25,Soil Degradation,116.14
Yavatmal,2023,Rabi,Wheat,8.06,1566.14,Pest Attack,12.62
Mira-Bhayandar,2023,Kharif,Tur (Pigeon Pea),48.64,2753.35,Unseasonal Rain,133.92
Ulhasnagar,2021,Rabi,Jowar,14.04,1762.23,Drought,24.74
Jalna,2024,Rabi,Sugarcane,60.28,2872.64,Pest Attack,173.16
Jalgaon,2021,Kharif,Rice,44.33,2763.82,Heatwave,122.52
Beed,2024,Zaid,Soybean,37.78,399.99,Heatwave,15.11
Ambarnath,2021,Kharif,Bajra,70.67,2969.54,Pest Attack,209.86
Gondia,2024,Kharif,Cotton,27.95,934.44,Heatwave,26.12
Thane,2021,Kharif,Tur (Pigeon Pea),57.92,1034.26,Unseasonal Rain,59.9
Solapur,2023,Zaid,Cotton,81.6,4216.58,Disease,344.07
Ulhasnagar,2022,Rabi,Rice,18.33,264.32,Heatwave,4.84
Pune,2024,Zaid,Onion,53.61,1463.69,Disease,78.47
Jalgaon,2024,Zaid,Jowar,52.58,1022.38,Flood,53.76
Mira-Bhayandar,2024,Rabi,Onion,41.93,4085.07,Pest Attack,171.29
Sindhudurg,2021,Rabi,Maize,11.6,277.01,Unseasonal Rain,3.21
Hingoli,2023,Zaid,Bajra,78.62,3898.43,Soil Degradation,306.49
Amravati,2023,Zaid,Rice,8.19,1143.92,Flood,9.37
Washim,2021,Rabi,Maize,80.13,2963.93,Heatwave,237.5
Ratnagiri,2023,Zaid,Soybean,31.0,1555.13,Drought,48.21
Solapur,2022,Rabi,Sugarcane,80.77,479.01,Drought,38.69
Sindhudurg,2024,Zaid,Sugarcane,83.6,1724.23,Drought,144.15
Ambarnath,2023,Zaid,Cotton,49.78,4030.68,Disease,200.65
Navi Mumbai,2023,Zaid,Bajra,24.82,1769.13,Unseasonal Rain,43.91
Ahmednagar,2022,Zaid,Wheat,85.81,1823.51,Unseasonal Rain,156.48
Ulhasnagar,2023,Zaid,Bajra,67.65,3452.2,Pest Attack,233.54
Osmanabad,2023,Kharif,Tur (Pigeon Pea),75.98,717.15,Heatwave,54.49
Latur,2022,Kharif,Rice,32.0,2340.04,Unseasonal Rain,74.88
Chandrapur,2021,Rabi,Sugarcane,74.05,3008.67,Unseasonal Rain,222.79
Mumbai,2024,Zaid,Maize,46.64,244.42,Drought,11.4
Parbhani,2023,Zaid,Jowar,15.94,2709.12,Disease,43.18
Pune,2022,Kharif,Rice,37.91,3028.01,Heatwave,114.79
Beed,2021,Rabi,Onion,31.83,1309.85,Unseasonal Rain,41.69
Solapur,2023,Rabi,Maize,43.6,2557.67,Flood,111.51
Pune,2024,Rabi,Wheat,8.19,609.5,Heatwave,4.99
Navi Mumbai,2024,Rabi,Tur (Pigeon Pea),89.72,1571.46,Unseasonal Rain,140.99
Wardha,2022,Kharif,Tur (Pigeon Pea),31.18,1751.04,Flood,54.6
Jalna,2022,Kharif,Soybean,89.51,2874.9,Soil Degradation,257.33
Latur,2023,Kharif,Tur (Pigeon Pea),63.37,3617.07,Unseasonal Rain,229.21
Jalgaon,2023,Rabi,Bajra,40.29,4943.41,Unseasonal Rain,199.17
Nashik,2024,Zaid,Maize,19.14,4525.51,Heatwave,86.62
Osmanabad,2024,Zaid,Maize,38.94,4935.78,Unseasonal Rain,192.2
Jalna,2023,Kharif,Rice,30.75,2567.76,Disease,78.96
Nashik,2024,Zaid,Tur (Pigeon Pea),30.12,1517.01,Flood,45.69
Vasai-Virar,2021,Zaid,Wheat,31.85,2568.37,Soil Degradation,81.8
Palghar,2021,Zaid,Wheat,24.22,1184.28,Pest Attack,28.68
Jalgaon,2024,Kharif,Soybean,35.54,2235.01,Flood,79.43
Thane,2021,Zaid,Onion,71.55,3958.03,Pest Attack,283.2
Palghar,2021,Kharif,Soybean,53.99,4589.97,Heatwave,247.81
Thane,2023,Rabi,Sugarcane,53.48,3045.6,Unseasonal Rain,162.88
Jalgaon,2024,Rabi,Wheat,8.83,3647.51,Disease,32.21
Ulhasnagar,2021,Zaid,Jowar,80.6,934.13,Disease,75.29
Kalyan-Dombivli,2023,Rabi,Onion,11.21,426.78,Heatwave,4.78
Vasai-Virar,2021,Kharif,Cotton,52.14,2651.95,Unseasonal Rain,138.27
Panvel,2022,Kharif,Maize,84.82,2029.76,Flood,172.16
Latur,2022,Rabi,Cotton,31.52,4611.69,Heatwave,145.36
Hingoli,2021,Kharif,Jowar,93.08,1060.1,Unseasonal Rain,98.67
Ulhasnagar,2022,Rabi,Rice,59.18,2671.95,Pest Attack,158.13
Sangli,2022,Kharif,Soybean,89.41,3269.28,Disease,292.31
Akola,2023,Rabi,Soybean,5.36,4653.35,Disease,24.94
Pune,2022,Kharif,Bajra,21.57,1476.91,Pest Attack,31.86
Mira-Bhayandar,2022,Rabi,Sugarcane,44.04,1777.53,Drought,78.28
Bhandara,2023,Kharif,Sugarcane,86.47,1302.68,Pest Attack,112.64
Malegaon,2023,Zaid,Jowar,77.12,4130.3,Disease,318.53
Navi Mumbai,2022,Zaid,Rice,49.37,1682.64,Pest Attack,83.07
Nashik,2022,Zaid,Bajra,73.17,4676.35,Disease,342.17
Palghar,2024,Kharif,Tur (Pigeon Pea),76.61,2692.31,Unseasonal Rain,206.26
Sindhudurg,2022,Kharif,Jowar,31.04,2780.6,Heatwave,86.31
Akola,2022,Zaid,Tur (Pigeon Pea),47.31,4058.57,Flood,192.01
Malegaon,2022,Kharif,Rice,72.68,4269.37,Unseasonal Rain,310.3
Gondia,2022,Rabi,Rice,16.54,4741.16,Disease,78.42
Jalgaon,2021,Rabi,Rice,13.95,2760.74,Drought,38.51
Dhule,2021,Kharif,Maize,64.75,681.69,Flood,44.14
Kalyan-Dombivli,2024,Rabi,Onion,38.98,2814.3,Pest Attack,109.7
Osmanabad,2022,Rabi,Rice,49.79,3954.74,Soil Degradation,196.91
Ichalkaranji,2023,Rabi,Onion,18.27,2651.34,Flood,48.44
Panvel,2022,Rabi,Maize,7.43,1642.07,Soil Degradation,12.2
Gondia,2024,Zaid,Tur (Pigeon Pea),23.99,744.56,Pest Attack,17.86
Navi Mumbai,2024,Kharif,Cotton,39.86,1902.49,Soil Degradation,75.83
Nanded,2021,Zaid,Cotton,18.8,1842.01,Heatwave,34.63
Nandurbar,2024,Kharif,Wheat,30.85,4075.46,Soil Degradation,125.73
Bhandara,2022,Rabi,Cotton,54.34,2086.17,Heatwave,113.36
Parbhani,2021,Kharif,Maize,43.86,2120.76,Soil Degradation,93.02
Bhusawal,2024,Kharif,Rice,20.12,313.93,Pest Attack,6.32
