Record_ID,District,Year,Water_Risk_Score,Economic_Risk_Score,Infrastructure_Risk_Score,Composite_Risk_Score,Risk_Category,Primary_Risk_Factor
DR_10328,Palghar,2020,9.43,4.3,7.68,7.03,High,Flood Risk
DR_10329,Sindhudurg,2024,4.35,8.62,4.86,6.16,High,Unemployment
DR_10330,Hingoli,2023,9.54,10,6.32,9.08,Critical,Industrial Decline
DR_10331,Jalgaon,2020,8.98,2.75,4.11,5.51,High,Flood Risk
DR_10332,Aurangabad,2020,6.74,8.96,1.91,6.66,High,Industrial Decline
DR_10333,Palghar,2023,3.37,9.52,9.89,7.13,High,Aging Infrastructure
DR_10334,Aurangabad,2022,1.62,2.56,9.67,3.6,Medium,Aging Infrastructure
DR_10335,Latur,2020,1.07,4.9,3.46,3.08,Medium,Unemployment
DR_10336,Nandurbar,2023,2.34,5.26,7.11,4.46,Medium,Aging Infrastructure
DR_10337,Sindhudurg,2020,1.35,9.91,6.95,5.9,High,Unemployment
DR_10338,Jalna,2024,9.73,2.67,8.23,6.61,High,Drought Susceptibility
DR_10339,Gadchiroli,2023,4.74,4.6,7.17,5.17,High,Aging Infrastructure
DR_10340,Yavatmal,2020,7.67,6.25,7.49,7.06,High,Drought Susceptibility
DR_10341,Gadchiroli,2021,3.04,7.66,5.13,5.31,High,Inflation Impact
DR_10342,Raigad,2023,6.81,3.15,6.59,5.3,High,Drought Susceptibility
DR_10343,Gadchiroli,2020,6.51,7.84,7.72,7.28,High,Industrial Decline
DR_10344,Amravati,2023,7.25,2.64,5.83,5.12,High,Flood Risk
DR_10345,Palghar,2021,9.37,10,8.15,9.38,Critical,Unemployment
DR_10346,Buldhana,2024,3.14,5.51,6.92,4.84,Medium,Aging Infrastructure
DR_10347,Buldhana,2023,1.04,7.24,4.71,4.26,Medium,Unemployment
DR_10348,Beed,2024,2.22,8.86,8.31,6.09,High,Industrial Decline
DR_10349,Jalgaon,2024,1.21,9.87,9.32,6.3,High,Inflation Impact
DR_10350,Nandurbar,2023,3.36,1.95,8.33,3.79,Medium,Aging Infrastructure
DR_10351,Ratnagiri,2023,8.2,5.11,3.58,6.04,High,Drought Susceptibility
DR_10352,Nandurbar,2020,6.72,9.55,1.25,6.76,High,Unemployment
DR_10353,Nandurbar,2020,7.61,5.65,2.28,5.76,High,Flood Risk
DR_10354,Beed,2020,7.19,2.28,5.39,4.86,Medium,Drought Susceptibility
DR_10355,Hingoli,2020,3.66,3.43,9.23,4.68,Medium,Aging Infrastructure
DR_10356,Mumbai City,2022,6.24,4.98,4.08,5.3,High,Drought Susceptibility
DR_10357,Latur,2020,6.13,7.95,8.37,7.3,High,Aging Infrastructure
DR_10358,Jalgaon,2021,5.73,3.51,9.9,5.68,High,Aging Infrastructure
DR_10359,Thane,2024,7.13,7.51,9.23,7.7,Critical,Aging Infrastructure
DR_10360,Satara,2021,4.74,1.78,7.7,4.15,Medium,Aging Infrastructure
DR_10361,Parbhani,2024,3.2,5.97,2.72,4.21,Medium,Industrial Decline
DR_10362,Dhule,2022,7.82,10,3.39,7.8,Critical,Inflation Impact
DR_10363,Yavatmal,2021,4.87,9.46,1.32,6.0,High,Industrial Decline
DR_10364,Hingoli,2022,9.91,7.06,8.67,8.52,Critical,Flood Risk
DR_10365,Gondia,2023,5.33,4.61,6.79,5.33,High,Aging Infrastructure
DR_10366,Bhandara,2021,4.82,3.55,8.81,5.11,High,Aging Infrastructure
DR_10367,Jalna,2023,6.17,4.61,1.77,4.67,Medium,Drought Susceptibility
DR_10368,Thane,2022,4.6,6.98,6.01,5.83,High,Inflation Impact
DR_10369,Jalna,2023,8.0,7.65,8.52,7.97,Critical,Aging Infrastructure
DR_10370,Amravati,2024,9.1,8.67,7.23,8.56,Critical,Flood Risk
DR_10371,Dhule,2020,8.06,4.19,2.97,5.49,High,Flood Risk
DR_10372,Yavatmal,2023,2.83,7.48,5.82,5.29,High,Industrial Decline
DR_10373,Palghar,2024,5.63,5.75,3.95,5.34,High,Industrial Decline
DR_10374,Raigad,2024,4.86,1.26,5.48,3.54,Medium,Aging Infrastructure
DR_10375,Ratnagiri,2023,2.37,7.36,8.23,5.54,High,Aging Infrastructure
DR_10376,Wardha,2023,2.95,3.05,9.71,4.34,Medium,Aging Infrastructure
DR_10377,Akola,2022,7.97,7.52,9.29,8.05,Critical,Aging Infrastructure
DR_10378,Hingoli,2024,1.59,3.31,5.31,3.03,Medium,Aging Infrastructure
DR_10379,Pune,2023,8.58,5.0,1.17,5.66,High,Groundwater Depletion
DR_10380,Aurangabad,2024,9.69,4.99,1.34,6.14,High,Drought Susceptibility
DR_10381,Pune,2024,7.46,7.93,6.47,7.45,High,Industrial Decline
DR_10382,Pune,2021,9.48,8.97,5.09,8.4,Critical,Groundwater Depletion
DR_10383,Gadchiroli,2023,4.59,8.53,3.94,6.04,High,Industrial Decline
DR_10384,Hingoli,2024,8.06,8.17,5.65,7.62,Critical,Inflation Impact
DR_10385,Beed,2020,7.9,3.89,3.44,5.4,High,Flood Risk
DR_10386,Sindhudurg,2024,5.32,8.95,3.75,6.46,High,Inflation Impact
DR_10387,Parbhani,2020,2.09,1.44,5.13,2.44,Low,Aging Infrastructure
DR_10388,Akola,2021,7.58,10,8.51,8.73,Critical,Unemployment
DR_10389,Nagpur,2020,8.62,4.85,3.09,6.01,High,Drought Susceptibility
DR_10390,Ahmednagar,2021,9.33,2.03,4.97,5.54,High,Groundwater Depletion
DR_10391,Yavatmal,2021,7.55,2.32,3.12,4.57,Medium,Drought Susceptibility
DR_10392,Osmanabad,2024,4.01,1.86,9.81,4.31,Medium,Aging Infrastructure
DR_10393,Jalna,2021,9.38,3.82,9.1,7.1,High,Flood Risk
DR_10394,Gadchiroli,2022,8.81,10,4.21,8.37,Critical,Industrial Decline
DR_10395,Sangli,2021,8.26,3.46,5.97,5.88,High,Drought Susceptibility
DR_10396,Mumbai City,2024,4.83,3.64,4.21,4.23,Medium,Flood Risk
DR_10397,Parbhani,2024,5.01,7.8,5.67,6.26,High,Industrial Decline
DR_10398,Jalgaon,2020,3.77,7.23,1.34,4.67,Medium,Inflation Impact
DR_10399,Washim,2024,3.72,2.38,9.14,4.26,Medium,Aging Infrastructure
DR_10400,Bhandara,2024,5.18,7.1,9.06,6.72,High,Aging Infrastructure
DR_10401,Bhandara,2020,6.24,1.3,2.01,3.42,Medium,Flood Risk
DR_10402,Sangli,2022,6.75,8.57,3.89,6.91,High,Unemployment
DR_10403,Bhandara,2023,6.14,5.72,9.87,6.72,High,Aging Infrastructure
DR_10404,Aurangabad,2020,5.92,5.22,8.19,6.1,High,Aging Infrastructure
DR_10405,Latur,2024,6.39,3.54,9.48,5.87,High,Aging Infrastructure
DR_10406,Nagpur,2021,9.88,5.04,2.12,6.39,High,Groundwater Depletion
DR_10407,Solapur,2021,6.46,7.87,1.96,6.12,High,Inflation Impact
DR_10408,Solapur,2022,8.23,8.82,2.64,7.35,High,Inflation Impact
DR_10409,Mumbai City,2021,8.79,1.52,9.72,6.07,High,Aging Infrastructure
DR_10410,Buldhana,2023,3.38,3.77,2.04,3.27,Medium,Inflation Impact
DR_10411,Ahmednagar,2022,7.52,8.29,9.11,8.15,Critical,Aging Infrastructure
DR_10412,Washim,2022,5.7,2.57,5.07,4.32,Medium,Drought Susceptibility
DR_10413,Jalna,2024,2.46,3.63,2.58,2.95,Medium,Inflation Impact
DR_10414,Wardha,2023,8.41,4.84,2.77,5.85,High,Flood Risk
DR_10415,Yavatmal,2021,5.29,2.13,3.92,3.75,Medium,Groundwater Depletion
DR_10416,Kolhapur,2020,7.67,4.47,6.66,6.19,High,Drought Susceptibility
DR_10417,Ahmednagar,2023,1.68,2.52,9.93,3.66,Medium,Aging Infrastructure
DR_10418,Latur,2023,6.36,8.99,7.31,7.6,Critical,Industrial Decline
DR_10419,Akola,2021,2.45,9.59,5.91,6.0,High,Industrial Decline
DR_10420,Dhule,2024,4.32,8.89,9.13,7.11,High,Aging Infrastructure
DR_10421,Ratnagiri,2024,5.15,3.22,3.82,4.11,Medium,Drought Susceptibility
DR_10422,Jalgaon,2022,2.12,5.32,5.56,4.09,Medium,Aging Infrastructure
DR_10423,Mumbai Suburban,2024,7.32,5.58,7.48,6.66,High,Aging Infrastructure
DR_10424,Pune,2024,1.01,6.69,6.22,4.32,Medium,Industrial Decline
DR_10425,Palghar,2021,8.25,8.32,2.35,7.1,High,Unemployment
DR_10426,Bhandara,2023,9.46,4.63,3.67,6.37,High,Groundwater Depletion
DR_10427,Palghar,2022,7.54,3.57,8.77,6.2,High,Aging Infrastructure
DR_10428,Washim,2022,5.91,9.68,6.6,7.56,Critical,Industrial Decline
DR_10429,Dhule,2022,2.87,6.98,6.12,5.16,High,Unemployment
DR_10430,Ahmednagar,2024,2.05,6.98,5.84,4.78,Medium,Unemployment
DR_10431,Dhule,2020,6.82,4.56,4.31,5.41,High,Flood Risk
DR_10432,Beed,2022,3.18,5.85,9.4,5.49,High,Aging Infrastructure
DR_10433,Thane,2024,4.12,8.71,7.69,6.67,High,Unemployment
DR_10434,Chandrapur,2021,6.29,3.06,9.35,5.61,High,Aging Infrastructure
DR_10435,Beed,2020,4.25,3.74,7.96,4.79,Medium,Aging Infrastructure
DR_10436,Bhandara,2020,7.87,5.26,6.51,6.55,High,Drought Susceptibility
DR_10437,Yavatmal,2023,2.69,9.97,7.71,6.6,High,Unemployment
DR_10438,Thane,2022,6.44,9.92,4.17,7.38,High,Industrial Decline
DR_10439,Ahmednagar,2022,6.4,6.69,5.12,6.26,High,Unemployment
DR_10440,Aurangabad,2020,3.42,2.19,6.62,3.57,Medium,Aging Infrastructure
DR_10441,Palghar,2024,9.87,6.06,6.97,7.76,Critical,Flood Risk
DR_10442,Ratnagiri,2021,7.71,9.03,8.08,8.31,Critical,Industrial Decline
DR_10443,Ratnagiri,2021,4.42,6.17,3.48,4.93,Medium,Inflation Impact
DR_10444,Osmanabad,2022,6.78,9.44,3.18,7.12,High,Inflation Impact
DR_10445,Nandurbar,2022,2.77,9.84,2.09,5.46,High,Industrial Decline
DR_10446,Gondia,2024,1.07,6.64,1.37,3.36,Medium,Industrial Decline
DR_10447,Beed,2024,1.91,9.22,8.42,6.13,High,Unemployment
DR_10448,Nanded,2024,4.58,7.1,9.09,6.49,High,Aging Infrastructure
DR_10449,Nandurbar,2021,5.79,5.49,4.81,5.48,High,Groundwater Depletion
DR_10450,Latur,2021,3.58,2.25,7.51,3.83,Medium,Aging Infrastructure
DR_10451,Jalgaon,2021,2.47,1.92,3.67,2.49,Low,Aging Infrastructure
DR_10452,Sindhudurg,2024,8.24,5.13,9.95,7.34,High,Aging Infrastructure
DR_10453,Buldhana,2020,5.6,8.74,2.12,6.16,High,Unemployment
DR_10454,Aurangabad,2023,6.49,9.86,2.49,7.04,High,Unemployment
DR_10455,Hingoli,2024,9.35,4.6,4.27,6.44,High,Groundwater Depletion
DR_10456,Amravati,2021,1.06,6.4,4.77,3.94,Medium,Unemployment
DR_10457,Yavatmal,2023,1.42,6.97,3.03,3.96,Medium,Inflation Impact
DR_10458,Nanded,2020,8.09,4.69,3.45,5.8,High,Drought Susceptibility
DR_10459,Sangli,2023,1.77,2.54,1.63,2.05,Low,Industrial Decline
DR_10460,Ratnagiri,2020,4.36,1.13,5.86,3.37,Medium,Aging Infrastructure
DR_10461,Sindhudurg,2020,5.78,9.61,3.14,6.78,High,Industrial Decline
DR_10462,Hingoli,2020,7.6,4.42,6.18,6.05,High,Groundwater Depletion
DR_10463,Satara,2021,6.63,3.37,7.56,5.51,High,Aging Infrastructure
DR_10464,Yavatmal,2023,6.6,2.49,7.24,5.08,High,Aging Infrastructure
DR_10465,Nandurbar,2024,6.24,2.53,1.36,3.78,Medium,Drought Susceptibility
DR_10466,Akola,2024,3.75,3.95,3.97,3.87,Medium,Aging Infrastructure
DR_10467,Thane,2023,6.52,8.19,2.67,6.42,High,Inflation Impact
DR_10468,Nandurbar,2020,5.96,1.79,3.66,3.83,Medium,Groundwater Depletion
DR_10469,Gondia,2022,9.2,7.03,8.82,8.26,Critical,Drought Susceptibility
DR_10470,Jalna,2024,8.98,9.6,3.3,8.09,Critical,Inflation Impact
DR_10471,Osmanabad,2021,6.67,4.22,7.0,5.75,High,Aging Infrastructure
DR_10472,Buldhana,2021,9.02,4.96,5.02,6.6,High,Groundwater Depletion
DR_10473,Beed,2023,2.03,3.02,3.04,2.63,Medium,Aging Infrastructure
DR_10474,Mumbai City,2023,4.79,8.94,3.93,6.28,High,Unemployment
DR_10475,Satara,2022,2.71,4.76,6.88,4.37,Medium,Aging Infrastructure
DR_10476,Gondia,2020,8.56,10,9.01,9.23,Critical,Inflation Impact
DR_10477,Chandrapur,2024,4.17,9.58,7.22,6.94,High,Industrial Decline
DR_10478,Ahmednagar,2022,5.07,2.69,2.38,3.58,Medium,Flood Risk
DR_10479,Ahmednagar,2024,8.57,4.57,2.69,5.79,High,Drought Susceptibility
DR_10480,Washim,2024,4.77,6.39,8.12,6.09,High,Aging Infrastructure
DR_10481,Ratnagiri,2022,3.56,3.76,9.26,4.78,Medium,Aging Infrastructure
DR_10482,Nagpur,2021,9.21,7.33,8.56,8.33,Critical,Groundwater Depletion
DR_10483,Kolhapur,2024,2.07,3.89,5.82,3.55,Medium,Aging Infrastructure
DR_10484,Mumbai City,2024,8.35,10,1.95,7.73,Critical,Industrial Decline
DR_10485,Nagpur,2023,3.24,2.79,4.71,3.35,Medium,Aging Infrastructure
DR_10486,Osmanabad,2021,6.08,6.94,4.91,6.19,High,Inflation Impact
DR_10487,Parbhani,2024,9.09,9.15,5.35,8.37,Critical,Industrial Decline
DR_10488,Sangli,2024,9.78,2.9,7.82,6.64,High,Flood Risk
DR_10489,Mumbai Suburban,2020,7.4,3.84,1.15,4.72,Medium,Flood Risk
DR_10490,Buldhana,2021,3.41,9.93,7.43,6.82,High,Inflation Impact
DR_10491,Ahmednagar,2024,3.48,3.82,1.02,3.12,Medium,Industrial Decline
DR_10492,Thane,2021,7.03,3.41,6.42,5.46,High,Flood Risk
DR_10493,Parbhani,2022,7.55,6.26,5.88,6.7,High,Flood Risk
DR_10494,Hingoli,2023,2.28,6.24,4.37,4.28,Medium,Industrial Decline
DR_10495,Wardha,2021,1.39,9.55,1.56,4.69,Medium,Unemployment
DR_10496,Mumbai City,2022,8.64,7.61,9.14,8.33,Critical,Aging Infrastructure
DR_10497,Beed,2023,4.53,2.67,7.57,4.4,Medium,Aging Infrastructure
DR_10498,Nashik,2022,8.92,9.11,1.13,7.44,High,Industrial Decline
DR_10499,Osmanabad,2023,6.7,2.97,9.64,5.79,High,Aging Infrastructure
DR_10500,Wardha,2024,8.19,10,9.7,9.21,Critical,Unemployment
DR_10501,Nandurbar,2022,8.97,10,1.74,7.94,Critical,Industrial Decline
DR_10502,Akola,2023,4.35,3.58,4.89,4.15,Medium,Aging Infrastructure
DR_10503,Latur,2022,3.03,9.28,4.75,5.87,High,Industrial Decline
DR_10504,Kolhapur,2022,2.89,8.97,4.52,5.65,High,Inflation Impact
DR_10505,Gondia,2021,9.91,6.06,7.04,7.8,Critical,Groundwater Depletion
DR_10506,Palghar,2023,1.05,1.99,3.25,1.87,Low,Aging Infrastructure
DR_10507,Buldhana,2020,8.45,9.63,2.44,7.72,Critical,Inflation Impact
DR_10508,Wardha,2020,8.64,8.47,8.79,8.6,Critical,Aging Infrastructure
DR_10509,Bhandara,2023,1.94,2.82,5.5,3.01,Medium,Aging Infrastructure
DR_10510,Beed,2021,6.68,3.45,1.33,4.32,Medium,Drought Susceptibility
DR_10511,Amravati,2022,3.78,5.32,1.89,4.02,Medium,Inflation Impact
DR_10512,Solapur,2023,2.22,3.29,9.74,4.15,Medium,Aging Infrastructure
DR_10513,Wardha,2023,6.46,4.53,1.66,4.73,Medium,Drought Susceptibility
DR_10514,Thane,2024,6.12,3.69,5.5,5.03,High,Flood Risk
DR_10515,Solapur,2020,1.99,7.16,7.51,5.16,High,Aging Infrastructure
DR_10516,Hingoli,2021,4.16,4.62,6.88,4.89,Medium,Aging Infrastructure
DR_10517,Chandrapur,2024,6.14,2.56,7.56,4.99,Medium,Aging Infrastructure
DR_10518,Yavatmal,2020,8.41,5.74,5.0,6.66,High,Flood Risk
DR_10519,Sindhudurg,2022,6.16,8.09,4.06,6.51,High,Unemployment
DR_10520,Mumbai City,2023,1.95,6.72,7.47,4.96,Medium,Aging Infrastructure
DR_10521,Ratnagiri,2022,8.75,5.91,3.13,6.49,High,Flood Risk
DR_10522,Akola,2020,9.07,10,3.57,8.34,Critical,Industrial Decline
DR_10523,Satara,2024,7.09,3.78,8.36,6.02,High,Aging Infrastructure
DR_10524,Washim,2023,4.16,3.81,4.5,4.09,Medium,Aging Infrastructure
DR_10525,Bhandara,2020,8.89,2.34,4.46,5.38,High,Drought Susceptibility
DR_10526,Gondia,2023,9.11,4.24,5.39,6.42,High,Drought Susceptibility
DR_10527,Kolhapur,2021,8.53,6.64,5.97,7.26,High,Drought Susceptibility
DR_10528,Gondia,2020,4.68,7.58,3.72,5.65,High,Inflation Impact
DR_10529,Gondia,2021,3.92,5.83,3.25,4.55,Medium,Unemployment
DR_10530,Chandrapur,2021,8.12,7.07,5.18,7.11,High,Groundwater Depletion
DR_10531,Mumbai Suburban,2024,8.2,8.31,9.81,8.57,Critical,Aging Infrastructure
DR_10532,Sindhudurg,2023,6.09,8.27,9.11,7.56,Critical,Aging Infrastructure
DR_10533,Bhandara,2021,8.62,8.95,1.93,7.42,High,Inflation Impact
DR_10534,Nashik,2022,9.57,8.07,1.09,7.27,High,Flood Risk
DR_10535,Yavatmal,2020,8.35,4.6,5.87,6.35,High,Groundwater Depletion
DR_10536,Gondia,2021,1.54,1.61,1.16,1.49,Low,Unemployment
DR_10537,Dhule,2022,2.93,4.95,8.86,4.93,Medium,Aging Infrastructure
DR_10538,Palghar,2023,5.12,5.94,2.46,4.92,Medium,Inflation Impact
DR_10539,Wardha,2021,9.55,4.59,8.22,7.3,High,Groundwater Depletion
DR_10540,Nagpur,2022,5.12,4.39,4.86,4.77,Medium,Groundwater Depletion
DR_10541,Wardha,2021,3.64,1.57,9.21,3.93,Medium,Aging Infrastructure
DR_10542,Dhule,2022,4.39,7.31,4.75,5.63,High,Industrial Decline
DR_10543,Akola,2023,5.86,9.15,9.14,7.83,Critical,Inflation Impact
DR_10544,Sangli,2023,4.04,9.61,1.85,5.83,High,Unemployment
DR_10545,Latur,2020,5.51,4.4,4.22,4.81,Medium,Groundwater Depletion
DR_10546,Gadchiroli,2020,1.93,7.12,6.7,4.96,Medium,Industrial Decline
DR_10547,Nagpur,2024,6.22,1.54,6.19,4.34,Medium,Flood Risk
DR_10548,Amravati,2022,2.8,2.57,8.84,3.92,Medium,Aging Infrastructure
DR_10549,Raigad,2021,6.72,2.65,8.91,5.53,High,Aging Infrastructure
DR_10550,Nashik,2024,1.56,3.04,6.4,3.12,Medium,Aging Infrastructure
DR_10551,Jalgaon,2023,4.85,1.1,9.09,4.2,Medium,Aging Infrastructure
DR_10552,Gadchiroli,2022,7.2,10,5.84,8.05,Critical,Unemployment
DR_10553,Sangli,2020,7.39,6.04,7.01,6.78,High,Groundwater Depletion
DR_10554,Hingoli,2022,7.7,3.09,6.71,5.66,High,Groundwater Depletion
DR_10555,Akola,2024,6.66,9.34,5.13,7.43,High,Inflation Impact
DR_10556,Aurangabad,2020,9.08,10,1.06,7.84,Critical,Industrial Decline
DR_10557,Kolhapur,2024,4.85,7.89,1.77,5.45,High,Unemployment
DR_10558,Mumbai City,2022,7.63,10,1.47,7.35,High,Industrial Decline
DR_10559,Bhandara,2023,2.55,8.74,4.47,5.41,High,Unemployment
DR_10560,Dhule,2024,2.54,4.56,8.71,4.58,Medium,Aging Infrastructure
DR_10561,Nagpur,2022,5.47,6.55,9.36,6.68,High,Aging Infrastructure
DR_10562,Gondia,2020,8.83,5.39,7.98,7.29,High,Flood Risk
DR_10563,Chandrapur,2020,2.8,3.17,7.21,3.83,Medium,Aging Infrastructure
DR_10564,Hingoli,2024,6.26,5.7,9.85,6.76,High,Aging Infrastructure
DR_10565,Sindhudurg,2024,9.57,6.32,5.25,7.41,High,Groundwater Depletion
DR_10566,Chandrapur,2020,5.22,8.2,9.45,7.26,High,Aging Infrastructure
DR_10567,Hingoli,2023,7.3,2.74,4.92,5.0,Medium,Groundwater Depletion
DR_10568,Ahmednagar,2024,4.33,7.44,4.44,5.6,High,Unemployment
DR_10569,Nagpur,2023,5.29,4.25,4.94,4.8,Medium,Flood Risk
DR_10570,Nagpur,2024,5.5,6.93,1.26,5.23,High,Unemployment
DR_10571,Nagpur,2021,1.61,4.83,3.25,3.23,Medium,Unemployment
DR_10572,Nagpur,2020,8.68,3.76,3.46,5.67,High,Groundwater Depletion
DR_10573,Buldhana,2022,8.65,7.6,3.69,7.24,High,Groundwater Depletion
DR_10574,Hingoli,2024,8.33,9.44,1.69,7.45,High,Inflation Impact
DR_10575,Gadchiroli,2022,9.28,3.52,4.04,5.93,High,Flood Risk
DR_10576,Hingoli,2021,8.99,7.61,6.02,7.84,Critical,Groundwater Depletion
DR_10577,Raigad,2020,8.47,6.33,9.48,7.81,Critical,Aging Infrastructure
DR_10578,Nanded,2021,7.09,6.41,7.78,6.95,High,Aging Infrastructure
DR_10579,Satara,2024,1.57,7.31,5.85,4.72,Medium,Unemployment
DR_10580,Nagpur,2020,3.04,9.13,6.81,6.23,High,Industrial Decline
DR_10581,Jalna,2023,8.13,10,3.76,8.0,Critical,Industrial Decline
DR_10582,Nanded,2022,1.71,7.64,7.66,5.27,High,Aging Infrastructure
DR_10583,Nashik,2022,7.52,7.73,4.54,7.01,High,Industrial Decline
DR_10584,Washim,2021,9.59,10,8.87,9.61,Critical,Inflation Impact
DR_10585,Ratnagiri,2024,9.84,6.05,1.55,6.67,High,Drought Susceptibility
DR_10586,Akola,2024,7.23,6.35,2.87,6.01,High,Flood Risk
DR_10587,Thane,2020,1.96,7.72,6.54,5.18,High,Inflation Impact
DR_10588,Dhule,2022,1.13,4.91,8.84,4.18,Medium,Aging Infrastructure
DR_10589,Gadchiroli,2022,3.84,4.57,6.96,4.76,Medium,Aging Infrastructure
DR_10590,Mumbai City,2022,2.98,8.9,2.43,5.23,High,Industrial Decline
DR_10591,Yavatmal,2022,9.64,6.62,5.39,7.58,Critical,Drought Susceptibility
DR_10592,Jalgaon,2020,6.93,9.3,4.1,7.31,High,Industrial Decline
DR_10593,Buldhana,2020,5.82,1.71,5.62,4.14,Medium,Flood Risk
DR_10594,Nagpur,2024,5.5,3.71,1.95,4.07,Medium,Groundwater Depletion
DR_10595,Latur,2020,1.42,8.88,7.79,5.68,High,Inflation Impact
DR_10596,Yavatmal,2022,2.94,9.77,5.35,6.15,High,Unemployment
DR_10597,Latur,2023,3.35,3.25,9.55,4.55,Medium,Aging Infrastructure
DR_10598,Sindhudurg,2024,4.35,2.96,3.26,3.57,Medium,Flood Risk
DR_10599,Nanded,2024,1.22,5.98,8.49,4.58,Medium,Aging Infrastructure
DR_10600,Nagpur,2021,6.86,5.52,2.47,5.44,High,Drought Susceptibility
DR_10601,Buldhana,2021,9.21,6.02,8.42,7.77,Critical,Groundwater Depletion
DR_10602,Palghar,2024,4.56,7.66,9.33,6.76,High,Aging Infrastructure
DR_10603,Raigad,2022,7.09,9.79,5.07,7.76,Critical,Industrial Decline
DR_10604,Nandurbar,2021,5.73,6.14,8.75,6.5,High,Aging Infrastructure
DR_10605,Mumbai Suburban,2022,7.19,8.54,5.03,7.3,High,Unemployment
DR_10606,Jalgaon,2020,9.85,8.54,7.59,8.87,Critical,Groundwater Depletion
DR_10607,Bhandara,2021,9.04,9.69,6.0,8.69,Critical,Inflation Impact
DR_10608,Gondia,2020,4.23,4.16,7.59,4.87,Medium,Aging Infrastructure
DR_10609,Raigad,2024,1.51,7.85,8.52,5.45,High,Aging Infrastructure
DR_10610,Solapur,2021,8.31,10,9.27,9.18,Critical,Unemployment
DR_10611,Yavatmal,2023,3.33,9.54,5.31,6.21,High,Industrial Decline
DR_10612,Thane,2020,7.47,8.93,9.77,8.51,Critical,Aging Infrastructure
DR_10613,Nanded,2024,2.44,5.42,2.11,3.57,Medium,Inflation Impact
DR_10614,Beed,2021,1.88,1.86,6.03,2.7,Medium,Aging Infrastructure
DR_10615,Dhule,2023,6.3,4.63,5.27,5.43,High,Flood Risk
DR_10616,Ratnagiri,2020,5.37,4.65,1.76,4.36,Medium,Groundwater Depletion
DR_10617,Gondia,2024,9.41,6.35,3.82,7.07,High,Groundwater Depletion
DR_10618,Washim,2024,5.14,7.35,1.32,5.26,High,Industrial Decline
DR_10619,Amravati,2024,9.37,10,9.11,9.57,Critical,Inflation Impact
DR_10620,Raigad,2021,3.2,3.05,6.9,3.88,Medium,Aging Infrastructure
DR_10621,Nagpur,2021,9.73,5.98,5.37,7.36,High,Drought Susceptibility
DR_10622,Nanded,2020,1.45,2.02,8.74,3.14,Medium,Aging Infrastructure
DR_10623,Osmanabad,2021,9.42,9.83,6.24,8.94,Critical,Inflation Impact
DR_10624,Jalna,2022,6.14,5.33,9.79,6.55,High,Aging Infrastructure
DR_10625,Jalna,2024,5.34,2.36,5.0,4.08,Medium,Groundwater Depletion
DR_10626,Yavatmal,2020,2.76,9.3,1.95,5.21,High,Industrial Decline
DR_10627,Akola,2021,4.15,4.9,4.01,4.42,Medium,Inflation Impact
DR_10628,Osmanabad,2023,9.1,6.37,5.38,7.26,High,Groundwater Depletion
DR_10629,Thane,2022,1.37,3.59,5.58,3.1,Medium,Aging Infrastructure
DR_10630,Sangli,2020,7.84,7.44,1.84,6.48,High,Flood Risk
DR_10631,Jalna,2024,8.58,8.58,4.69,7.8,Critical,Unemployment
DR_10632,Palghar,2022,5.22,8.46,1.86,5.84,High,Industrial Decline
DR_10633,Pune,2020,8.8,3.48,5.47,6.01,High,Flood Risk
DR_10634,Raigad,2023,1.39,4.63,6.72,3.75,Medium,Aging Infrastructure
DR_10635,Satara,2022,9.36,4.01,5.96,6.54,High,Flood Risk
DR_10636,Kolhapur,2022,7.24,4.55,9.82,6.68,High,Aging Infrastructure
DR_10637,Sangli,2024,9.32,9.06,9.85,9.32,Critical,Aging Infrastructure
DR_10638,Sindhudurg,2023,6.56,3.18,2.58,4.41,Medium,Drought Susceptibility
DR_10639,Chandrapur,2024,4.14,8.4,5.55,6.13,High,Inflation Impact
DR_10640,Parbhani,2021,4.02,3.78,4.13,3.95,Medium,Aging Infrastructure
DR_10641,Ratnagiri,2023,5.11,7.22,3.92,5.72,High,Industrial Decline
DR_10642,Gondia,2020,8.51,8.13,4.81,7.62,Critical,Flood Risk
DR_10643,Mumbai Suburban,2024,8.44,7.75,4.34,7.34,High,Groundwater Depletion
DR_10644,Chandrapur,2022,6.61,5.37,2.57,5.3,High,Drought Susceptibility
DR_10645,Gadchiroli,2020,3.24,4.66,6.44,4.45,Medium,Aging Infrastructure
DR_10646,Sangli,2022,4.49,6.27,8.44,5.99,High,Aging Infrastructure
DR_10647,Parbhani,2020,3.06,7.4,6.43,5.47,High,Unemployment
DR_10648,Pune,2022,5.12,2.45,6.8,4.39,Medium,Aging Infrastructure
DR_10649,Mumbai Suburban,2024,9.45,5.71,7.95,7.65,Critical,Flood Risk
DR_10650,Akola,2020,4.11,5.55,9.22,5.71,High,Aging Infrastructure
DR_10651,Ratnagiri,2023,5.17,8.31,2.53,5.9,High,Inflation Impact
DR_10652,Mumbai Suburban,2022,7.53,7.2,8.74,7.64,Critical,Aging Infrastructure
DR_10653,Bhandara,2021,6.28,9.77,1.87,6.79,High,Unemployment
DR_10654,Akola,2023,9.39,6.65,4.02,7.22,High,Groundwater Depletion
DR_10655,Aurangabad,2020,1.69,2.09,8.93,3.3,Medium,Aging Infrastructure
