City,Date,Water_Stress_Index,Availability_Liters_Per_Capita,Demand_Liters_Per_Capita,Groundwater_Level_Meters,Risk_Category
Bhandara,2023-10-03,7.72,62,132,33.9,High
Kolhapur,2025-08-04,4.95,60,153,44.1,Medium
Sangli,2023-09-14,2.13,136,134,34.5,Low
Malegaon,2024-09-07,2.09,70,162,34.8,Low
Wardha,2025-04-11,8.78,16,129,52.4,Extremely High
Hingoli,2023-01-24,2.79,102,149,31.8,Medium
Bhusawal,2024-11-11,9.9,35,167,58.2,Extremely High
Washim,2023-09-24,9.18,47,164,60.5,Extremely High
Vasai-Virar,2023-01-08,6.24,110,128,61.2,High
Bhiwandi,2025-09-12,8.76,93,121,32.6,Extremely High
Aurangabad,2025-05-19,2.89,66,174,41.9,Medium
Ulhasnagar,2024-03-16,2.39,42,115,29.9,Low
Ratnagiri,2025-01-05,4.68,70,136,33.0,Medium
Jalgaon,2023-03-21,8.62,16,126,30.9,Extremely High
Akola,2023-01-05,5.21,63,185,51.5,High
Osmanabad,2023-04-18,7.57,37,115,48.3,High
Osmanabad,2025-03-05,6.33,89,132,31.5,High
Osmanabad,2024-02-26,5.15,28,158,22.4,High
Bhandara,2025-08-04,1.17,124,174,22.4,Low
Akola,2023-12-20,8.3,36,158,36.8,Extremely High
Akola,2023-05-22,1.24,129,114,24.6,Low
Pune,2023-01-01,1.25,60,122,50.2,Low
Ratnagiri,2024-10-25,6.97,39,137,57.4,High
Bhusawal,2023-08-02,5.65,121,187,25.9,High
Sindhudurg,2025-02-17,9.64,67,170,56.6,Extremely High
Jalna,2023-01-25,8.14,61,137,55.5,Extremely High
Latur,2024-01-30,4.97,112,121,56.3,Medium
Malegaon,2023-09-03,7.06,58,162,34.8,High
Amravati,2024-03-12,1.14,61,126,36.7,Low
Aurangabad,2024-11-13,2.32,118,173,51.9,Low
Sangli,2025-04-08,4.99,44,115,27.9,Medium
Chandrapur,2025-09-09,4.2,73,110,46.0,Medium
Yavatmal,2025-12-25,8.98,26,195,54.8,Extremely High
Mira-Bhayandar,2025-03-08,9.2,57,169,51.2,Extremely High
Thane,2023-03-18,3.41,99,166,39.2,Medium
Gondia,2023-08-24,4.86,53,130,64.3,Medium
Ratnagiri,2023-12-02,9.11,66,118,60.2,Extremely High
Mumbai,2024-09-07,9.04,46,184,67.7,Extremely High
Palghar,2025-07-12,3.1,41,121,39.0,Medium
Hingoli,2025-09-04,9.47,12,139,59.9,Extremely High
Ratnagiri,2024-04-28,8.48,38,170,75.0,Extremely High
Sindhudurg,2025-07-07,2.49,86,164,32.7,Low
Mumbai,2025-08-23,1.7,140,125,18.7,Low
Ulhasnagar,2023-04-25,7.87,60,190,41.0,High
Bhusawal,2024-12-02,8.82,82,159,72.8,Extremely High
Nashik,2025-03-27,2.28,74,158,12.4,Low
Pune,2023-08-17,1.76,68,157,52.2,Low
Mira-Bhayandar,2023-03-19,3.35,98,127,22.6,Medium
Solapur,2023-09-21,4.11,48,139,19.6,Medium
Bhusawal,2023-08-12,6.86,113,114,33.8,High
Sangli,2023-09-28,5.08,51,156,46.6,High
Mira-Bhayandar,2023-09-12,4.52,67,110,49.7,Medium
Chandrapur,2023-10-16,2.52,134,181,13.1,Medium
Ambarnath,2025-03-24,7.73,77,182,59.8,High
Amravati,2025-01-01,3.93,36,164,57.5,Medium
Sangli,2023-04-29,6.87,82,156,50.1,High
Ratnagiri,2024-03-24,1.15,80,147,9.0,Low
Bhandara,2024-06-14,7.28,94,123,54.3,High
Aurangabad,2024-05-02,4.65,41,132,42.4,Medium
Sindhudurg,2023-12-20,9.62,25,175,58.8,Extremely High
Satara,2025-12-30,2.11,100,183,55.4,Low
Ambarnath,2025-04-25,5.83,93,184,23.8,High
Pune,2023-12-01,9.45,64,193,60.1,Extremely High
Nanded,2025-07-15,6.68,62,127,66.9,High
Latur,2025-02-27,9.44,42,185,39.8,Extremely High
Bhusawal,2024-08-21,8.38,66,119,60.5,Extremely High
Sindhudurg,2024-03-25,6.39,31,157,63.2,High
Navi Mumbai,2025-05-17,8.96,73,185,52.7,Extremely High
Thane,2025-09-17,9.43,75,124,38.8,Extremely High
Vasai-Virar,2023-02-20,5.29,83,181,64.4,High
Ichalkaranji,2023-03-01,8.07,80,152,51.5,Extremely High
Parbhani,2023-09-30,7.86,25,141,46.1,High
Washim,2023-09-05,6.22,63,125,27.7,High
Nagpur,2025-11-21,5.19,42,122,61.5,High
Ichalkaranji,2025-01-07,8.21,96,170,51.7,Extremely High
Chandrapur,2023-10-05,9.77,29,159,59.2,Extremely High
Mira-Bhayandar,2025-01-25,9.74,27,141,57.9,Extremely High
Jalna,2023-01-21,6.64,102,190,60.8,High
Bhiwandi,2024-02-23,7.3,56,186,30.0,High
Jalna,2024-10-13,6.1,52,147,23.4,High
Ahmednagar,2024-10-29,7.37,109,191,59.8,High
Malegaon,2025-10-19,8.14,33,169,35.7,Extremely High
Latur,2023-06-06,8.07,69,166,40.7,Extremely High
Kolhapur,2025-11-01,4.67,39,112,31.5,Medium
Navi Mumbai,2025-11-07,4.44,96,147,41.2,Medium
Beed,2025-01-29,8.65,66,165,52.0,Extremely High
Mira-Bhayandar,2024-05-07,6.68,68,169,28.7,High
Satara,2023-07-29,7.17,78,192,53.0,High
Akola,2025-04-05,8.84,61,150,67.2,Extremely High
Bhusawal,2023-06-01,3.96,74,123,56.5,Medium
Akola,2025-06-08,4.01,54,163,56.0,Medium
Satara,2025-09-20,9.57,91,132,63.8,Extremely High
Dhule,2023-03-12,5.29,105,158,65.4,High
Nashik,2024-10-14,4.93,47,169,53.9,Medium
Thane,2024-09-12,8.19,22,167,32.7,Extremely High
Bhusawal,2024-10-09,8.83,38,129,52.0,Extremely High
Beed,2024-09-23,7.1,20,176,48.7,High
Dhule,2023-01-08,5.93,86,118,60.9,High
Dhule,2023-11-17,2.15,42,115,19.7,Low
Nashik,2024-01-29,1.92,63,135,27.1,Low
Latur,2025-07-09,1.36,62,171,14.7,Low
Bhiwandi,2025-09-08,5.26,73,187,37.2,High
Parbhani,2023-12-01,1.88,112,129,44.1,Low
Nashik,2025-05-13,6.75,78,150,64.1,High
Parbhani,2024-09-12,9.2,5,172,64.3,Extremely High
Jalgaon,2023-05-13,8.66,47,159,75.1,Extremely High
Washim,2024-05-15,3.69,45,161,51.4,Medium
Amravati,2023-09-30,9.52,35,131,76.5,Extremely High
Ichalkaranji,2024-02-15,6.67,65,123,31.0,High
Solapur,2024-07-27,9.89,48,122,43.6,Extremely High
Thane,2025-04-30,9.23,85,128,39.6,Extremely High
Mumbai,2024-11-06,2.91,60,136,41.3,Medium
Kalyan-Dombivli,2023-09-16,7.86,49,136,52.0,High
Navi Mumbai,2024-03-12,2.99,62,175,41.4,Medium
Mira-Bhayandar,2024-05-06,6.91,112,127,51.2,High
Kalyan-Dombivli,2025-08-29,7.87,83,191,45.4,High
Aurangabad,2024-08-17,4.26,86,124,23.8,Medium
Solapur,2025-06-14,9.22,80,183,34.1,Extremely High
Mumbai,2023-09-19,1.47,128,169,17.9,Low
Nandurbar,2024-11-28,4.3,105,170,24.9,Medium
Sindhudurg,2023-11-08,1.88,71,174,50.5,Low
Bhandara,2023-06-27,3.67,53,113,21.7,Medium
Palghar,2024-08-10,2.99,61,106,14.3,Medium
Latur,2023-09-21,8.33,35,148,43.6,Extremely High
Nashik,2024-02-24,8.18,91,184,36.9,Extremely High
Navi Mumbai,2023-11-13,3.52,117,169,57.3,Medium
Bhiwandi,2025-11-26,9.33,67,146,59.9,Extremely High
Nanded,2025-10-08,7.68,85,149,36.9,High
Navi Mumbai,2023-03-09,7.39,22,159,44.3,High
Akola,2025-05-15,1.35,93,179,15.4,Low
Bhiwandi,2024-01-04,7.32,74,160,60.4,High
Bhandara,2025-11-19,6.52,45,132,30.0,High
Panvel,2023-09-14,6.81,58,143,36.7,High
Beed,2025-11-16,8.52,33,138,63.1,Extremely High
Nashik,2024-09-10,8.31,41,184,31.2,Extremely High
Malegaon,2023-04-21,9.84,14,162,56.5,Extremely High
Ratnagiri,2024-02-23,1.63,109,167,20.1,Low
Bhusawal,2024-01-02,1.65,115,162,32.2,Low
Kalyan-Dombivli,2024-06-11,2.07,132,176,21.0,Low
Dhule,2023-05-22,2.09,50,143,23.4,Low
Kalyan-Dombivli,2023-10-03,2.62,42,170,21.3,Medium
Wardha,2025-09-08,8.67,10,129,46.8,Extremely High
Gondia,2024-08-16,1.52,82,146,41.0,Low
Washim,2023-06-19,9.38,90,192,69.4,Extremely High
Nandurbar,2024-11-14,2.09,80,176,24.8,Low
Dhule,2024-01-05,7.24,18,137,40.1,High
Bhiwandi,2025-09-28,5.2,35,132,21.1,High
Pune,2025-02-26,4.63,46,130,40.2,Medium
Washim,2023-11-09,6.79,85,176,69.6,High
Latur,2023-09-12,8.34,92,173,73.2,Extremely High
Ulhasnagar,2025-08-02,2.63,82,165,44.0,Medium
Solapur,2025-08-23,6.73,19,162,50.5,High
Pune,2024-06-12,3.71,125,169,16.4,Medium
Malegaon,2024-01-25,6.28,38,163,51.6,High
Ratnagiri,2024-04-29,3.06,119,135,56.6,Medium
Washim,2023-08-07,1.03,138,126,47.7,Low
Jalna,2023-01-28,2.96,89,128,46.4,Medium
Yavatmal,2025-06-06,7.79,44,193,45.4,High
Kolhapur,2023-04-29,5.98,96,120,32.1,High
Ahmednagar,2025-08-12,2.38,40,181,47.7,Low
Ambarnath,2025-06-26,3.16,112,111,18.8,Medium
Panvel,2025-10-08,8.71,102,135,60.5,Extremely High
Pune,2024-01-08,2.73,101,119,53.9,Medium
Gondia,2024-01-28,7.11,101,153,65.8,High
Bhandara,2025-01-31,1.03,60,170,45.4,Low
Nagpur,2024-05-21,2.87,115,154,43.8,Medium
Washim,2025-06-23,7.31,105,125,47.9,High
Ahmednagar,2023-12-21,9.34,47,185,54.4,Extremely High
Wardha,2023-09-09,7.93,82,185,32.2,High
Ahmednagar,2024-12-29,9.32,94,137,49.6,Extremely High
Pune,2025-01-16,3.85,88,123,60.5,Medium
Ichalkaranji,2023-12-16,6.26,110,113,45.1,High
Beed,2025-10-21,6.86,105,174,31.3,High
Panvel,2025-03-04,3.21,51,147,39.3,Medium
Pune,2025-04-24,7.29,31,125,66.9,High
Parbhani,2023-05-19,4.68,59,164,25.4,Medium
Kolhapur,2024-12-29,7.84,105,190,65.3,High
Wardha,2025-04-14,1.65,127,174,21.8,Low
Sangli,2023-12-24,6.28,73,132,64.1,High
Bhandara,2023-07-12,3.95,116,157,18.1,Medium
Jalgaon,2025-05-09,3.48,36,112,37.8,Medium
Sindhudurg,2024-12-26,2.6,122,164,51.8,Medium
Navi Mumbai,2024-05-04,6.87,55,142,41.3,High
Nandurbar,2023-12-15,6.22,66,147,25.8,High
Ichalkaranji,2025-11-16,2.61,132,124,28.4,Medium
Sangli,2025-09-09,5.61,66,184,62.8,High
Ulhasnagar,2025-09-05,5.47,79,137,21.9,High
Ulhasnagar,2024-02-25,4.3,100,121,62.5,Medium
Mira-Bhayandar,2024-11-17,3.6,131,130,56.6,Medium
Jalna,2025-10-17,6.82,100,122,68.2,High
Yavatmal,2025-11-15,5.29,112,157,21.7,High
Wardha,2023-08-07,8.53,88,167,38.2,Extremely High
Solapur,2024-09-08,8.92,87,118,55.5,Extremely High
Navi Mumbai,2025-12-09,4.77,39,174,57.2,Medium
Ulhasnagar,2023-09-09,6.44,72,145,33.9,High
Amravati,2025-03-06,8.01,55,155,71.8,Extremely High
Akola,2023-08-17,5.45,63,184,31.8,High
Chandrapur,2024-10-19,3.24,91,177,19.1,Medium
Aurangabad,2023-03-07,4.14,76,156,41.3,Medium
Ratnagiri,2024-01-24,6.26,69,161,50.3,High
Pune,2025-06-14,8.88,100,150,33.6,Extremely High
Ratnagiri,2023-05-12,4.41,73,119,26.3,Medium
Amravati,2024-03-19,6.78,30,129,42.3,High
Osmanabad,2023-02-28,3.31,41,153,27.4,Medium
Beed,2024-07-31,2.44,61,118,18.0,Low
Latur,2025-07-05,8.9,51,176,63.6,Extremely High
Thane,2023-08-07,5.72,109,153,45.4,High
Chandrapur,2023-04-18,7.98,97,166,36.1,High
Mira-Bhayandar,2024-10-01,8.1,61,126,33.5,Extremely High
Hingoli,2023-05-04,8.07,57,119,53.6,Extremely High
Pune,2024-09-30,7.39,54,156,62.2,High
Hingoli,2023-10-14,1.01,84,168,49.2,Low
Jalna,2023-04-20,4.94,89,154,61.7,Medium
Sangli,2025-08-15,1.11,94,160,50.7,Low
Thane,2023-01-07,4.63,69,156,62.8,Medium
Wardha,2024-01-05,6.64,106,158,62.5,High
Mumbai,2024-02-27,9.69,19,177,55.5,Extremely High
Ichalkaranji,2025-06-04,7.36,93,128,29.1,High
Jalna,2023-05-24,4.91,80,112,55.7,Medium
Thane,2025-06-02,7.4,27,188,55.5,High
Jalna,2025-10-05,9.79,16,151,46.8,Extremely High
Dhule,2025-03-05,8.96,25,158,56.7,Extremely High
Ulhasnagar,2025-06-02,8.82,57,176,38.5,Extremely High
Jalna,2024-04-17,6.24,25,164,59.1,High
Dhule,2024-01-06,3.31,69,149,48.9,Medium
Jalna,2025-01-11,5.49,63,128,33.0,High
Nandurbar,2025-05-28,1.15,126,158,53.4,Low
Osmanabad,2023-09-15,2.85,133,126,15.7,Medium
Gondia,2024-02-09,9.25,29,138,43.3,Extremely High
Dhule,2025-04-03,6.18,41,125,51.3,High
Ichalkaranji,2024-03-28,9.59,20,168,77.3,Extremely High
Palghar,2025-04-27,4.03,96,124,42.5,Medium
Latur,2024-11-04,8.23,30,167,63.2,Extremely High
Osmanabad,2025-03-18,8.58,72,194,46.3,Extremely High
Ratnagiri,2023-02-05,1.06,92,136,24.7,Low
Amravati,2024-07-17,9.09,15,142,50.2,Extremely High
Akola,2024-10-22,2.56,84,138,15.5,Medium
Amravati,2025-11-03,1.33,99,126,15.5,Low
Solapur,2024-04-11,4.37,55,155,19.0,Medium
Ambarnath,2025-11-14,5.6,52,170,32.5,High
Bhandara,2025-03-12,9.37,62,165,66.5,Extremely High
Wardha,2024-06-03,7.34,83,149,28.8,High
Palghar,2024-01-14,9.4,101,148,42.5,Extremely High
Ichalkaranji,2025-07-12,2.36,85,130,25.5,Low
Nagpur,2025-08-20,6.75,100,157,45.2,High
Akola,2024-10-24,1.47,51,170,24.7,Low
Sindhudurg,2023-10-08,9.69,87,192,34.6,Extremely High
Solapur,2023-07-22,3.69,90,126,42.2,Medium
Nagpur,2023-10-17,1.19,127,107,46.9,Low
Kolhapur,2025-01-04,8.91,56,148,37.7,Extremely High
Navi Mumbai,2023-04-21,6.72,45,172,58.5,High
Gondia,2023-02-21,1.25,74,175,21.1,Low
Ahmednagar,2023-07-19,2.89,68,137,40.6,Medium
Kolhapur,2023-11-15,3.54,63,152,59.4,Medium
Ambarnath,2023-04-14,1.32,122,118,26.3,Low
Navi Mumbai,2024-05-17,4.8,67,112,22.4,Medium
Bhiwandi,2025-09-11,3.72,38,131,55.5,Medium
Bhandara,2024-12-18,6.24,89,127,49.2,High
Kalyan-Dombivli,2024-06-25,8.43,76,185,70.5,Extremely High
Sindhudurg,2024-03-12,5.67,37,130,49.1,High
Thane,2025-06-02,5.16,39,136,39.3,High
Gondia,2025-10-16,3.07,37,144,46.2,Medium
Kolhapur,2023-07-20,6.16,41,181,46.2,High
Nashik,2024-04-29,4.51,28,156,26.4,Medium
Ahmednagar,2024-07-14,6.21,91,135,24.2,High
Bhiwandi,2024-06-24,9.17,66,178,58.8,Extremely High
Jalna,2025-09-18,2.23,109,160,38.8,Low
Washim,2025-05-01,4.64,102,139,48.4,Medium
Wardha,2024-10-24,2.21,134,175,56.3,Low
Jalna,2023-01-03,2.36,75,112,14.1,Low
Ahmednagar,2025-11-06,2.32,70,170,38.5,Low
Ahmednagar,2023-09-30,5.12,81,146,46.4,High
Washim,2025-05-28,2.88,38,163,25.2,Medium
Mira-Bhayandar,2023-06-15,4.04,112,116,33.6,Medium
Navi Mumbai,2024-02-22,2.07,117,133,37.2,Low
Nashik,2024-04-19,1.34,133,163,10.4,Low
Jalna,2024-08-21,7.13,62,138,56.8,High
Parbhani,2023-06-18,5.39,98,171,63.6,High
Mumbai,2024-07-11,8.0,66,179,51.3,Extremely High
Hingoli,2024-03-07,2.83,78,136,44.7,Medium
Amravati,2025-05-09,9.11,49,169,55.0,Extremely High
Kalyan-Dombivli,2023-05-02,4.95,82,176,35.3,Medium
Bhiwandi,2024-07-15,2.56,77,111,35.7,Medium
Aurangabad,2024-01-04,9.85,83,168,50.5,Extremely High
Sangli,2024-01-24,8.42,55,149,49.8,Extremely High
Beed,2025-03-12,1.95,114,175,29.6,Low
Wardha,2023-05-21,7.02,85,114,51.1,High
Ichalkaranji,2024-10-13,7.06,55,145,42.6,High
Palghar,2025-11-24,7.29,16,154,35.7,High
Washim,2023-05-29,3.38,51,165,23.6,Medium
Mira-Bhayandar,2025-10-18,1.85,99,173,51.0,Low
Jalna,2024-10-08,2.36,46,124,28.6,Low
Satara,2024-01-06,7.82,36,159,53.9,High
Sindhudurg,2025-05-17,6.79,51,167,26.9,High
Ambarnath,2024-12-06,2.39,134,174,35.1,Low
Pune,2024-08-31,7.31,110,143,63.4,High
Ambarnath,2023-01-07,9.13,61,158,37.3,Extremely High
Vasai-Virar,2023-04-04,2.33,93,142,52.4,Low
Hingoli,2025-06-01,9.41,98,164,55.5,Extremely High
Jalna,2024-07-16,7.71,71,132,70.4,High
Nanded,2025-11-09,1.09,73,117,8.7,Low
Ambarnath,2024-02-01,8.09,11,195,41.6,Extremely High
Latur,2023-12-22,2.01,89,146,35.0,Low
Wardha,2023-05-01,7.45,24,142,63.4,High
Sangli,2023-12-24,2.58,114,147,31.4,Medium
Beed,2024-08-29,3.03,85,121,42.7,Medium
Panvel,2024-02-25,5.42,65,133,31.3,High
Dhule,2024-02-01,7.1,30,143,54.9,High
Kalyan-Dombivli,2024-09-06,5.88,93,136,38.8,High
Osmanabad,2023-05-31,5.27,27,114,21.2,High
Bhusawal,2023-11-15,9.59,94,122,56.7,Extremely High
Palghar,2024-05-13,7.71,26,137,41.2,High
Nandurbar,2024-04-24,2.38,57,179,16.4,Low
Nanded,2025-05-09,7.48,98,155,70.5,High
Solapur,2024-06-25,3.71,85,126,19.1,Medium
Bhusawal,2025-10-12,5.76,90,125,39.2,High
Mira-Bhayandar,2025-08-23,6.62,92,163,46.2,High
Malegaon,2024-12-15,3.84,67,121,51.4,Medium
Thane,2023-02-28,1.38,48,144,42.8,Low
Ulhasnagar,2024-01-01,9.02,97,153,72.8,Extremely High
Ahmednagar,2023-01-11,2.45,114,150,42.8,Low
Jalna,2025-08-01,6.68,77,171,31.6,High
Navi Mumbai,2024-10-02,1.45,142,130,54.0,Low
Wardha,2024-05-13,6.72,50,116,38.0,High
Parbhani,2023-10-23,7.59,85,168,55.0,High
Pune,2024-04-20,6.47,75,165,28.1,High
Mira-Bhayandar,2024-08-17,6.26,37,129,64.4,High
Sindhudurg,2024-04-15,1.54,81,161,26.8,Low
Bhandara,2025-07-01,1.79,54,130,25.6,Low
Jalna,2023-03-10,2.88,36,133,30.6,Medium
Panvel,2025-02-15,1.29,125,147,33.3,Low
Nanded,2025-01-08,9.44,36,130,36.1,Extremely High
Aurangabad,2023-10-11,9.75,5,130,56.3,Extremely High
Beed,2025-02-17,5.17,51,152,23.1,High
Satara,2024-09-14,7.93,53,138,50.4,High
Thane,2025-08-16,2.0,130,136,49.0,Low
Kolhapur,2023-04-16,7.1,88,159,29.1,High
Bhandara,2024-03-12,8.43,53,182,38.9,Extremely High
Palghar,2025-06-14,8.11,82,126,36.1,Extremely High
Osmanabad,2024-01-27,6.47,99,131,52.1,High
Panvel,2023-09-04,9.38,37,135,72.8,Extremely High
Bhusawal,2025-12-06,8.26,80,142,54.3,Extremely High
Thane,2024-09-21,2.84,85,119,24.1,Medium
Ulhasnagar,2024-10-21,7.76,76,157,41.1,High
Latur,2024-06-22,3.82,31,141,24.8,Medium
Bhiwandi,2023-10-29,6.07,109,185,24.0,High
Navi Mumbai,2025-12-26,2.58,123,145,35.2,Medium
Nashik,2024-06-16,9.55,22,138,36.3,Extremely High
Mira-Bhayandar,2024-09-10,4.08,126,179,40.7,Medium
Satara,2025-09-12,2.59,92,142,24.3,Medium
Ambarnath,2023-11-03,4.77,66,151,46.4,Medium
Vasai-Virar,2024-03-19,8.38,40,165,56.7,Extremely High
Wardha,2024-03-16,3.79,34,172,60.9,Medium
Kolhapur,2025-02-01,6.56,99,143,43.4,High
Aurangabad,2025-05-12,5.37,65,188,42.1,High
Osmanabad,2025-12-20,2.3,61,154,51.7,Low
Sangli,2025-11-21,5.6,64,122,62.9,High
Ratnagiri,2024-09-19,1.39,105,132,22.4,Low
Malegaon,2025-09-06,6.47,55,161,33.0,High
Mumbai,2025-10-12,3.35,35,137,46.6,Medium
Bhusawal,2025-05-11,3.55,87,109,27.6,Medium
Nanded,2024-08-23,7.11,23,119,70.2,High
Navi Mumbai,2024-09-05,8.23,82,146,57.5,Extremely High
Hingoli,2023-01-17,9.37,87,136,65.4,Extremely High
Palghar,2025-04-12,5.34,108,144,30.1,High
Amravati,2025-05-05,9.72,72,176,68.8,Extremely High
Bhusawal,2023-10-21,7.76,101,165,44.6,High
Ulhasnagar,2025-01-02,4.19,124,125,40.9,Medium
Yavatmal,2023-07-10,6.36,64,170,27.6,High
Osmanabad,2025-12-10,2.62,63,153,33.4,Medium
Palghar,2023-02-20,1.05,107,159,14.2,Low
Osmanabad,2025-10-03,2.17,113,181,54.6,Low
Pune,2025-11-18,4.8,27,113,28.9,Medium
Ahmednagar,2025-06-15,7.91,96,177,41.2,High
Wardha,2023-01-18,5.98,103,150,35.2,High
Malegaon,2024-06-30,5.1,50,176,48.6,High
Kolhapur,2024-02-04,3.45,128,122,23.4,Medium
Satara,2025-05-22,9.24,91,136,66.5,Extremely High
Gondia,2024-11-10,5.01,34,164,29.4,High
Chandrapur,2023-11-28,9.47,34,154,44.5,Extremely High
Nagpur,2023-11-10,2.08,134,127,32.1,Low
Nandurbar,2024-11-09,9.47,9,189,49.3,Extremely High
Akola,2023-06-30,5.38,49,170,64.2,High
Nandurbar,2023-03-08,6.68,98,132,32.8,High
Ambarnath,2023-04-26,8.78,34,159,31.4,Extremely High
Satara,2023-09-20,6.81,89,176,40.7,High
Ratnagiri,2024-02-28,3.74,119,149,59.7,Medium
Osmanabad,2023-11-22,5.95,117,129,59.9,High
Amravati,2023-03-26,4.2,95,184,49.3,Medium
Bhandara,2025-05-10,8.03,63,156,61.7,Extremely High
Vasai-Virar,2024-03-25,7.3,48,170,39.3,High
Malegaon,2023-01-12,2.53,43,120,22.2,Medium
Palghar,2023-09-01,2.34,95,122,51.8,Low
Nandurbar,2025-08-02,8.94,21,183,44.1,Extremely High
Thane,2023-01-27,6.07,29,127,48.9,High
Mira-Bhayandar,2023-05-06,6.21,36,159,53.7,High
Bhusawal,2025-06-25,9.13,6,198,43.5,Extremely High
Chandrapur,2025-12-26,8.02,95,131,35.7,Extremely High
Malegaon,2024-04-10,7.71,83,195,40.1,High
Kolhapur,2023-01-08,4.66,71,160,37.4,Medium
Mumbai,2024-11-12,9.0,8,197,47.3,Extremely High
Parbhani,2024-04-02,4.45,70,135,52.4,Medium
Mira-Bhayandar,2025-08-12,4.48,71,185,36.2,Medium
Gondia,2025-05-10,6.32,47,192,35.1,High
Bhiwandi,2024-07-31,2.15,118,153,47.3,Low
Chandrapur,2023-12-16,8.59,34,189,41.6,Extremely High
Sangli,2025-07-29,6.08,23,116,65.6,High
Osmanabad,2023-05-06,8.99,73,188,63.7,Extremely High
Satara,2024-12-30,7.43,29,148,65.3,High
Kolhapur,2024-12-27,7.17,15,158,31.9,High
Sangli,2024-06-17,9.2,27,139,75.9,Extremely High
Nagpur,2024-03-04,5.05,81,153,39.2,High
Wardha,2024-08-05,6.33,76,170,66.6,High
Hingoli,2024-08-06,3.87,108,144,56.9,Medium
Dhule,2025-05-15,1.78,116,110,21.0,Low
Latur,2024-07-21,1.75,52,177,37.0,Low
Bhandara,2023-08-11,3.26,106,171,18.1,Medium
Panvel,2025-05-08,2.76,93,116,33.6,Medium
Chandrapur,2025-07-07,1.6,85,155,24.8,Low
Mira-Bhayandar,2025-07-15,8.81,96,140,44.8,Extremely High
Amravati,2025-09-14,7.32,103,116,44.6,High
Panvel,2023-10-20,8.14,36,135,65.4,Extremely High
Ambarnath,2024-09-29,7.35,35,151,31.1,High
Ulhasnagar,2025-09-30,7.38,80,193,52.2,High
Ratnagiri,2023-04-03,1.68,53,114,23.4,Low
Sindhudurg,2024-11-03,7.55,110,144,70.6,High
Ulhasnagar,2023-09-01,7.02,57,191,54.4,High
Mumbai,2023-08-05,8.68,67,147,31.5,Extremely High
Sangli,2025-06-06,9.37,42,178,50.5,Extremely High
Navi Mumbai,2025-11-25,1.8,121,182,35.3,Low
Ahmednagar,2024-05-25,5.75,106,187,32.4,High
Beed,2024-02-22,6.23,108,114,67.3,High
Amravati,2024-07-05,1.2,80,144,38.6,Low
Mira-Bhayandar,2024-03-30,4.95,80,144,44.6,Medium
Latur,2024-06-22,9.5,14,120,36.4,Extremely High
Ratnagiri,2025-03-10,1.02,128,173,9.8,Low
Malegaon,2024-08-26,5.73,76,180,35.2,High
Pune,2025-05-25,8.71,97,147,33.7,Extremely High
Nandurbar,2024-07-28,5.51,62,123,29.9,High
Palghar,2025-07-27,3.24,96,139,27.7,Medium
Malegaon,2023-11-26,9.01,79,176,44.5,Extremely High
Bhiwandi,2025-01-25,8.28,29,145,57.3,Extremely High
Solapur,2025-10-17,4.04,127,137,38.8,Medium
Thane,2024-01-11,3.14,89,144,34.4,Medium
Dhule,2024-03-24,2.28,64,168,12.8,Low
Mumbai,2025-05-04,1.76,103,110,34.8,Low
Ahmednagar,2025-10-10,4.68,56,180,33.1,Medium
Bhandara,2023-05-13,5.75,91,159,39.5,High
Sangli,2025-02-10,9.04,30,152,48.5,Extremely High
Ambarnath,2023-02-01,2.15,40,114,28.0,Low
Nashik,2024-08-26,5.51,55,114,57.8,High
Latur,2024-12-20,7.48,94,168,38.0,High
Parbhani,2025-07-09,8.04,83,134,64.9,Extremely High
Sangli,2025-06-21,8.38,102,133,34.2,Extremely High
Panvel,2025-05-05,8.4,53,190,58.2,Extremely High
Bhandara,2025-06-18,9.55,58,176,77.5,Extremely High
Dhule,2025-02-12,4.19,51,176,41.3,Medium
Bhiwandi,2025-10-13,6.67,114,131,46.8,High
Nashik,2023-05-02,9.32,41,164,42.5,Extremely High
Parbhani,2023-06-01,7.97,81,131,29.6,High
Malegaon,2024-05-02,2.91,108,133,44.9,Medium
Ichalkaranji,2025-06-12,3.43,125,127,51.4,Medium
Dhule,2025-10-26,1.97,99,153,18.1,Low
Ulhasnagar,2023-05-24,2.27,133,137,48.4,Low
Sangli,2025-02-24,1.01,52,116,17.9,Low
Dhule,2023-06-06,3.05,86,170,37.1,Medium
Ahmednagar,2023-11-24,7.7,14,186,34.9,High
Hingoli,2025-01-24,7.64,33,129,50.9,High
Parbhani,2023-03-06,4.53,27,110,60.8,Medium
Nashik,2024-06-17,6.19,112,168,61.7,High
Bhiwandi,2025-01-18,7.28,90,180,64.9,High
Ichalkaranji,2024-04-21,3.57,120,169,54.7,Medium
Gondia,2024-02-04,3.45,34,135,31.2,Medium
Panvel,2025-04-02,3.24,94,165,25.3,Medium
Aurangabad,2023-12-27,9.21,72,159,65.8,Extremely High
Nandurbar,2024-04-26,8.72,85,141,48.0,Extremely High
Bhiwandi,2024-04-08,2.34,80,157,45.2,Low
Osmanabad,2023-02-05,6.35,21,159,49.8,High
Bhusawal,2023-02-11,4.09,92,173,21.2,Medium
Ahmednagar,2023-12-24,8.24,27,155,48.3,Extremely High
