Migrant_ID,Current_City,Origin_State,Origin_City,Age,Gender,Occupation,Migration_Reason,Migration_Date,Status
MIG00263,Vasai-Virar,Andhra Pradesh,Visakhapatnam,57,Male,Driver,Education,2025-09-18,Active
MIG00264,Ahmednagar,Madhya Pradesh,Jabalpur,54,Other,Small Vendor,Marriage,2025-03-18,Active
MIG00265,Nandurbar,Chhattisgarh,Raipur,30,Female,Construction Worker,Marriage,2024-01-02,Active
MIG00266,Nandurbar,Odisha,Bhubaneswar,51,Other,Small Vendor,Education,2023-04-06,Active
MIG00267,Ichalkaranji,Uttar Pradesh,Varanasi,46,Male,Daily Wage Laborer,Displacement,2024-03-23,Active
MIG00268,Kolhapur,Rajasthan,Jaipur,26,Male,Factory Worker,Employment,2025-02-24,Active
MIG00269,Aurangabad,West Bengal,Durgapur,56,Other,Small Vendor,Education,2024-11-20,Active
MIG00270,Aurangabad,Karnataka,Bengaluru,54,Other,Driver,Displacement,2022-07-22,Active
MIG00271,Satara,Chhattisgarh,Bhilai,44,Other,Daily Wage Laborer,Employment,2023-05-27,Active
MIG00272,Latur,Andhra Pradesh,Vijayawada,40,Male,Construction Worker,Marriage,2023-07-12,Active
MIG00273,Amravati,Andhra Pradesh,Visakhapatnam,46,Other,Small Vendor,Education,2025-06-29,Active
MIG00274,Nashik,Andhra Pradesh,Visakhapatnam,44,Male,Daily Wage Laborer,Employment,2021-11-09,Active
MIG00275,Kolhapur,Bihar,Gaya,36,Male,Construction Worker,Displacement,2023-09-03,Active
MIG00276,Beed,Odisha,Bhubaneswar,25,Male,Domestic Help,Family Move,2023-11-03,Active
MIG00277,Latur,Gujarat,Surat,47,Other,Daily Wage Laborer,Marriage,2025-03-15,Active
MIG00278,Nandurbar,West Bengal,Kolkata,51,Female,Domestic Help,Marriage,2021-06-27,Active
MIG00279,Amravati,Chhattisgarh,Bhilai,39,Female,Agricultural Laborer,Employment,2025-12-04,Active
MIG00280,Nashik,Karnataka,Bengaluru,29,Other,Construction Worker,Employment,2021-03-08,Active
MIG00281,Jalna,Madhya Pradesh,Bhopal,49,Male,Daily Wage Laborer,Family Move,2023-05-12,Active
MIG00282,Navi Mumbai,Chhattisgarh,Raipur,23,Other,Daily Wage Laborer,Marriage,2025-08-07,Active
MIG00283,Ulhasnagar,West Bengal,Howrah,59,Other,Security Guard,Displacement,2024-01-01,Active
MIG00284,Solapur,West Bengal,Howrah,49,Female,Small Vendor,Displacement,2025-06-28,Active
MIG00285,Nashik,Karnataka,Bengaluru,55,Male,Daily Wage Laborer,Family Move,2025-07-01,Active
MIG00286,Palghar,West Bengal,Howrah,37,Other,Factory Worker,Displacement,2022-12-26,Active
MIG00287,Pune,Telangana,Hyderabad,50,Other,Agricultural Laborer,Displacement,2022-10-21,Active
MIG00288,Latur,Bihar,Gaya,18,Male,Construction Worker,Family Move,2025-03-02,Active
MIG00289,Chandrapur,Rajasthan,Jaipur,22,Male,Daily Wage Laborer,Marriage,2023-07-06,Active
MIG00290,Amravati,Andhra Pradesh,Vijayawada,51,Male,Security Guard,Employment,2022-05-23,Active
MIG00291,Ratnagiri,Odisha,Bhubaneswar,46,Male,Construction Worker,Displacement,2024-12-14,Active
MIG00292,Parbhani,Uttar Pradesh,Kanpur,27,Female,Security Guard,Employment,2021-02-27,Active
MIG00293,Bhandara,Rajasthan,Jaipur,20,Male,Security Guard,Marriage,2022-06-03,Active
MIG00294,Kalyan-Dombivli,Madhya Pradesh,Jabalpur,27,Male,Agricultural Laborer,Displacement,2022-03-11,Active
MIG00295,Aurangabad,Telangana,Hyderabad,52,Female,Daily Wage Laborer,Family Move,2023-10-10,Active
MIG00296,Yavatmal,Karnataka,Hubballi,29,Female,Small Vendor,Education,2023-08-24,Active
MIG00297,Malegaon,West Bengal,Howrah,56,Female,Daily Wage Laborer,Family Move,2021-06-29,Active
MIG00298,Akola,Bihar,Patna,41,Female,Agricultural Laborer,Education,2023-10-12,Active
MIG00299,Pune,Andhra Pradesh,Vijayawada,54,Female,Security Guard,Marriage,2025-11-03,Active
MIG00300,Ulhasnagar,Gujarat,Vadodara,19,Other,Domestic Help,Marriage,2021-08-26,Active
MIG00301,Ichalkaranji,Rajasthan,Udaipur,40,Female,Small Vendor,Education,2021-02-25,Active
MIG00302,Ichalkaranji,Karnataka,Bengaluru,49,Male,Small Vendor,Education,2024-07-08,Active
MIG00303,Osmanabad,Andhra Pradesh,Vijayawada,22,Male,Security Guard,Marriage,2024-01-22,Active
MIG00304,Thane,Rajasthan,Udaipur,27,Female,Domestic Help,Displacement,2023-08-03,Active
MIG00305,Kalyan-Dombivli,West Bengal,Durgapur,53,Male,Factory Worker,Displacement,2021-02-21,Active
MIG00306,Nandurbar,Karnataka,Hubballi,21,Other,Construction Worker,Employment,2025-11-05,Active
MIG00307,Ratnagiri,Karnataka,Bengaluru,39,Male,Security Guard,Education,2022-07-15,Active
MIG00308,Yavatmal,Andhra Pradesh,Vijayawada,53,Other,Driver,Employment,2023-06-02,Active
MIG00309,Wardha,Andhra Pradesh,Vijayawada,23,Female,Driver,Family Move,2021-07-24,Active
MIG00310,Thane,Gujarat,Surat,38,Female,Domestic Help,Displacement,2024-12-28,Active
MIG00311,Washim,Bihar,Patna,21,Female,Small Vendor,Education,2025-08-13,Active
MIG00312,Washim,Madhya Pradesh,Jabalpur,22,Female,Security Guard,Family Move,2021-04-15,Active
MIG00313,Navi Mumbai,Uttar Pradesh,Kanpur,41,Male,Construction Worker,Education,2024-04-02,Active
MIG00314,Ahmednagar,Bihar,Patna,21,Male,Security Guard,Marriage,2022-10-28,Active
MIG00315,Thane,West Bengal,Howrah,52,Male,Small Vendor,Marriage,2025-11-12,Active
MIG00316,Nanded,Karnataka,Hubballi,45,Female,Construction Worker,Family Move,2023-09-19,Active
MIG00317,Nashik,Andhra Pradesh,Visakhapatnam,42,Female,Driver,Marriage,2021-03-31,Active
MIG00318,Ambarnath,Uttar Pradesh,Varanasi,42,Other,Daily Wage Laborer,Family Move,2024-10-08,Active
MIG00319,Aurangabad,Bihar,Patna,46,Other,Security Guard,Family Move,2021-11-09,Active
MIG00320,Osmanabad,Andhra Pradesh,Vijayawada,58,Other,Domestic Help,Education,2022-02-16,Active
MIG00321,Mumbai,Uttar Pradesh,Kanpur,54,Female,Construction Worker,Education,2022-05-24,Active
MIG00322,Nagpur,Chhattisgarh,Raipur,36,Other,Factory Worker,Marriage,2024-04-09,Active
MIG00323,Palghar,Telangana,Warangal,31,Male,Factory Worker,Marriage,2024-11-27,Active
MIG00324,Navi Mumbai,Chhattisgarh,Bhilai,35,Male,Small Vendor,Marriage,2022-08-01,Active
MIG00325,Mumbai,Uttar Pradesh,Lucknow,52,Other,Small Vendor,Employment,2023-10-23,Active
MIG00326,Parbhani,Madhya Pradesh,Jabalpur,60,Other,Factory Worker,Displacement,2025-11-14,Active
MIG00327,Ichalkaranji,Chhattisgarh,Bhilai,47,Female,Driver,Marriage,2022-04-16,Active
MIG00328,Kalyan-Dombivli,Rajasthan,Udaipur,38,Male,Construction Worker,Displacement,2022-11-06,Active
MIG00329,Dhule,Chhattisgarh,Raipur,28,Female,Factory Worker,Marriage,2021-01-20,Active
MIG00330,Satara,Rajasthan,Udaipur,55,Female,Security Guard,Employment,2025-12-26,Active
MIG00331,Bhandara,Telangana,Hyderabad,54,Female,Factory Worker,Education,2021-02-03,Active
MIG00332,Mumbai,Bihar,Muzaffarpur,35,Other,Security Guard,Family Move,2025-01-28,Active
MIG00333,Ambarnath,West Bengal,Howrah,47,Other,Daily Wage Laborer,Family Move,2022-07-01,Active
MIG00334,Thane,Chhattisgarh,Bhilai,39,Male,Security Guard,Education,2024-07-29,Active
MIG00335,Latur,Odisha,Cuttack,26,Male,Security Guard,Marriage,2022-03-23,Active
MIG00336,Bhiwandi,Gujarat,Vadodara,21,Other,Small Vendor,Family Move,2021-11-04,Active
MIG00337,Osmanabad,Karnataka,Hubballi,35,Other,Small Vendor,Displacement,2023-02-18,Active
MIG00338,Solapur,Odisha,Cuttack,30,Female,Construction Worker,Employment,2021-06-18,Active
MIG00339,Jalna,Telangana,Hyderabad,42,Female,Daily Wage Laborer,Displacement,2023-02-15,Active
MIG00340,Nanded,Rajasthan,Jaipur,58,Other,Domestic Help,Displacement,2022-03-30,Active
MIG00341,Panvel,Gujarat,Surat,35,Male,Agricultural Laborer,Employment,2024-12-12,Active
MIG00342,Kolhapur,Telangana,Warangal,42,Male,Daily Wage Laborer,Displacement,2022-11-07,Active
MIG00343,Chandrapur,Telangana,Warangal,21,Female,Factory Worker,Education,2024-09-05,Active
MIG00344,Sindhudurg,West Bengal,Kolkata,22,Female,Security Guard,Employment,2022-12-12,Active
MIG00345,Beed,Rajasthan,Jodhpur,46,Male,Small Vendor,Family Move,2022-10-13,Active
MIG00346,Nanded,Rajasthan,Jaipur,52,Other,Domestic Help,Marriage,2024-02-15,Active
MIG00347,Ichalkaranji,Bihar,Gaya,22,Male,Domestic Help,Employment,2021-10-01,Active
MIG00348,Mira-Bhayandar,Madhya Pradesh,Jabalpur,32,Other,Driver,Displacement,2022-03-28,Active
MIG00349,Amravati,Telangana,Warangal,38,Male,Factory Worker,Marriage,2021-07-23,Active
MIG00350,Nashik,Odisha,Bhubaneswar,25,Other,Daily Wage Laborer,Education,2024-09-06,Active
MIG00351,Malegaon,Odisha,Cuttack,24,Male,Factory Worker,Education,2022-03-11,Active
MIG00352,Palghar,Rajasthan,Jodhpur,42,Female,Construction Worker,Marriage,2024-01-31,Active
MIG00353,Yavatmal,Telangana,Warangal,35,Female,Agricultural Laborer,Employment,2024-12-04,Active
MIG00354,Parbhani,West Bengal,Kolkata,39,Male,Factory Worker,Education,2024-12-27,Active
MIG00355,Hingoli,Chhattisgarh,Bhilai,54,Female,Security Guard,Displacement,2025-07-21,Active
MIG00356,Sindhudurg,Odisha,Cuttack,53,Female,Agricultural Laborer,Family Move,2022-04-27,Active
MIG00357,Satara,Rajasthan,Udaipur,25,Female,Domestic Help,Displacement,2025-10-04,Active
MIG00358,Jalgaon,Odisha,Bhubaneswar,39,Female,Construction Worker,Employment,2021-04-24,Active
MIG00359,Aurangabad,Uttar Pradesh,Kanpur,40,Other,Construction Worker,Employment,2022-12-07,Active
MIG00360,Parbhani,Gujarat,Ahmedabad,19,Female,Agricultural Laborer,Education,2025-08-01,Active
MIG00361,Parbhani,Uttar Pradesh,Lucknow,20,Other,Daily Wage Laborer,Marriage,2021-02-06,Active
MIG00362,Kolhapur,Madhya Pradesh,Jabalpur,42,Other,Security Guard,Family Move,2021-02-17,Active
MIG00363,Navi Mumbai,Rajasthan,Udaipur,45,Female,Construction Worker,Marriage,2022-01-12,Active
MIG00364,Ratnagiri,Bihar,Gaya,60,Male,Security Guard,Marriage,2023-03-29,Active
MIG00365,Yavatmal,Bihar,Muzaffarpur,21,Other,Driver,Marriage,2022-11-11,Active
MIG00366,Akola,Odisha,Cuttack,41,Male,Security Guard,Displacement,2021-12-07,Active
MIG00367,Ratnagiri,Bihar,Patna,45,Other,Daily Wage Laborer,Education,2022-10-09,Active
MIG00368,Palghar,Karnataka,Hubballi,45,Other,Small Vendor,Family Move,2024-02-08,Active
MIG00369,Bhiwandi,Odisha,Bhubaneswar,33,Male,Domestic Help,Family Move,2025-11-05,Active
MIG00370,Wardha,Odisha,Bhubaneswar,45,Other,Security Guard,Marriage,2021-08-15,Active
MIG00371,Dhule,Chhattisgarh,Bhilai,57,Female,Construction Worker,Employment,2024-07-18,Active
MIG00372,Navi Mumbai,Telangana,Hyderabad,26,Other,Factory Worker,Family Move,2025-07-06,Active
MIG00373,Yavatmal,Karnataka,Mysuru,33,Other,Construction Worker,Education,2024-06-25,Active
MIG00374,Malegaon,Chhattisgarh,Bhilai,56,Male,Agricultural Laborer,Education,2024-03-09,Active
MIG00375,Solapur,Andhra Pradesh,Visakhapatnam,55,Male,Security Guard,Family Move,2024-01-01,Active
MIG00376,Jalgaon,Andhra Pradesh,Visakhapatnam,18,Male,Security Guard,Education,2025-10-27,Active
MIG00377,Gondia,West Bengal,Kolkata,54,Female,Daily Wage Laborer,Marriage,2025-06-28,Active
MIG00378,Vasai-Virar,Madhya Pradesh,Bhopal,40,Female,Security Guard,Marriage,2022-04-28,Active
MIG00379,Chandrapur,Uttar Pradesh,Varanasi,37,Male,Driver,Displacement,2021-10-16,Active
MIG00380,Kolhapur,Odisha,Cuttack,31,Female,Factory Worker,Displacement,2023-09-11,Active
MIG00381,Thane,Madhya Pradesh,Jabalpur,32,Male,Construction Worker,Employment,2024-08-22,Active
MIG00382,Kolhapur,Chhattisgarh,Bhilai,31,Male,Security Guard,Education,2025-03-13,Active
MIG00383,Ratnagiri,Telangana,Warangal,38,Female,Construction Worker,Marriage,2022-07-24,Active
MIG00384,Latur,Gujarat,Ahmedabad,31,Male,Construction Worker,Marriage,2022-02-16,Active
MIG00385,Bhiwandi,Gujarat,Surat,43,Female,Factory Worker,Family Move,2021-08-20,Active
MIG00386,Parbhani,Karnataka,Mysuru,46,Female,Factory Worker,Marriage,2022-02-27,Active
MIG00387,Ichalkaranji,Gujarat,Ahmedabad,39,Other,Construction Worker,Family Move,2023-10-13,Active
MIG00388,Dhule,Chhattisgarh,Raipur,20,Male,Security Guard,Employment,2025-06-09,Active
MIG00389,Malegaon,Andhra Pradesh,Visakhapatnam,41,Male,Security Guard,Family Move,2025-03-29,Active
MIG00390,Jalna,Odisha,Cuttack,20,Other,Construction Worker,Employment,2023-03-03,Active
MIG00391,Kolhapur,Karnataka,Hubballi,37,Other,Small Vendor,Education,2024-01-07,Active
MIG00392,Thane,Andhra Pradesh,Visakhapatnam,56,Other,Construction Worker,Family Move,2021-08-28,Active
MIG00393,Solapur,Andhra Pradesh,Visakhapatnam,50,Other,Domestic Help,Family Move,2024-11-04,Active
MIG00394,Sindhudurg,Gujarat,Ahmedabad,19,Male,Factory Worker,Marriage,2022-01-09,Active
MIG00395,Hingoli,Rajasthan,Jodhpur,52,Male,Construction Worker,Education,2021-01-05,Active
MIG00396,Malegaon,Madhya Pradesh,Jabalpur,42,Male,Daily Wage Laborer,Displacement,2021-11-10,Active
MIG00397,Mira-Bhayandar,West Bengal,Howrah,37,Other,Construction Worker,Family Move,2023-02-22,Active
MIG00398,Jalgaon,West Bengal,Howrah,37,Female,Daily Wage Laborer,Family Move,2021-01-21,Active
MIG00399,Nanded,Odisha,Bhubaneswar,49,Male,Daily Wage Laborer,Education,2023-10-14,Active
MIG00400,Aurangabad,Bihar,Gaya,52,Female,Construction Worker,Marriage,2023-02-22,Active
MIG00401,Ratnagiri,Karnataka,Mysuru,43,Female,Factory Worker,Marriage,2024-01-07,Active
MIG00402,Yavatmal,Karnataka,Hubballi,37,Female,Security Guard,Employment,2021-03-30,Active
MIG00403,Osmanabad,Andhra Pradesh,Vijayawada,54,Male,Construction Worker,Employment,2024-09-09,Active
MIG00404,Parbhani,Karnataka,Mysuru,37,Male,Small Vendor,Education,2021-09-24,Active
MIG00405,Ulhasnagar,Madhya Pradesh,Indore,40,Male,Small Vendor,Displacement,2023-07-10,Active
MIG00406,Bhiwandi,Chhattisgarh,Bhilai,37,Other,Security Guard,Marriage,2022-09-30,Active
MIG00407,Panvel,Gujarat,Ahmedabad,25,Other,Construction Worker,Employment,2022-12-31,Active
MIG00408,Ulhasnagar,Rajasthan,Jaipur,49,Male,Daily Wage Laborer,Displacement,2024-08-21,Active
MIG00409,Wardha,West Bengal,Howrah,41,Female,Factory Worker,Family Move,2025-12-31,Active
MIG00410,Malegaon,Rajasthan,Jaipur,26,Female,Factory Worker,Family Move,2023-10-25,Active
MIG00411,Satara,Gujarat,Ahmedabad,22,Other,Construction Worker,Family Move,2023-02-15,Active
MIG00412,Jalgaon,Odisha,Cuttack,41,Other,Agricultural Laborer,Education,2022-11-18,Active
MIG00413,Satara,Madhya Pradesh,Indore,42,Male,Daily Wage Laborer,Family Move,2022-09-16,Active
MIG00414,Kolhapur,Gujarat,Ahmedabad,40,Female,Construction Worker,Marriage,2021-09-20,Active
MIG00415,Beed,Karnataka,Hubballi,56,Male,Driver,Marriage,2021-07-15,Active
MIG00416,Bhandara,West Bengal,Howrah,48,Male,Security Guard,Displacement,2021-04-21,Active
MIG00417,Mumbai,Karnataka,Mysuru,36,Female,Domestic Help,Displacement,2024-11-18,Active
MIG00418,Sindhudurg,Telangana,Hyderabad,39,Other,Daily Wage Laborer,Marriage,2022-08-16,Active
MIG00419,Beed,West Bengal,Howrah,29,Other,Security Guard,Employment,2024-10-19,Active
MIG00420,Panvel,Uttar Pradesh,Lucknow,53,Male,Driver,Education,2025-05-20,Active
MIG00421,Dhule,Odisha,Cuttack,52,Female,Factory Worker,Employment,2021-08-22,Active
MIG00422,Wardha,Rajasthan,Udaipur,49,Male,Small Vendor,Family Move,2024-04-06,Active
MIG00423,Jalna,West Bengal,Kolkata,43,Male,Agricultural Laborer,Displacement,2023-07-19,Active
MIG00424,Dhule,Andhra Pradesh,Vijayawada,47,Other,Factory Worker,Marriage,2025-08-24,Active
MIG00425,Dhule,Madhya Pradesh,Bhopal,42,Other,Security Guard,Education,2024-04-06,Active
MIG00426,Nagpur,Andhra Pradesh,Vijayawada,33,Female,Driver,Marriage,2025-10-19,Active
MIG00427,Nanded,Gujarat,Ahmedabad,53,Male,Agricultural Laborer,Employment,2023-05-10,Active
MIG00428,Nandurbar,Odisha,Cuttack,28,Female,Agricultural Laborer,Employment,2021-05-28,Active
MIG00429,Mira-Bhayandar,West Bengal,Howrah,30,Male,Security Guard,Family Move,2021-11-19,Active
MIG00430,Osmanabad,Telangana,Warangal,19,Male,Factory Worker,Education,2022-09-26,Active
MIG00431,Pune,Madhya Pradesh,Bhopal,35,Female,Small Vendor,Displacement,2025-11-07,Active
MIG00432,Nashik,Odisha,Bhubaneswar,58,Male,Construction Worker,Marriage,2024-01-06,Active
MIG00433,Ulhasnagar,Odisha,Bhubaneswar,59,Other,Security Guard,Marriage,2021-01-31,Active
MIG00434,Washim,Uttar Pradesh,Lucknow,60,Other,Factory Worker,Displacement,2021-11-14,Active
MIG00435,Kolhapur,Madhya Pradesh,Bhopal,20,Female,Domestic Help,Education,2023-10-15,Active
MIG00436,Latur,Odisha,Bhubaneswar,29,Female,Factory Worker,Displacement,2024-05-03,Active
MIG00437,Nandurbar,Gujarat,Ahmedabad,42,Female,Domestic Help,Family Move,2024-12-23,Active
MIG00438,Panvel,Gujarat,Surat,26,Other,Agricultural Laborer,Marriage,2023-03-16,Active
MIG00439,Palghar,Madhya Pradesh,Jabalpur,43,Male,Daily Wage Laborer,Employment,2025-09-11,Active
MIG00440,Nanded,Madhya Pradesh,Indore,32,Female,Security Guard,Marriage,2024-04-04,Active
MIG00441,Malegaon,Uttar Pradesh,Kanpur,47,Female,Small Vendor,Marriage,2021-12-02,Active
MIG00442,Osmanabad,Telangana,Hyderabad,26,Male,Construction Worker,Employment,2024-02-11,Active
MIG00443,Nagpur,Uttar Pradesh,Lucknow,42,Male,Factory Worker,Education,2023-09-07,Active
MIG00444,Parbhani,Chhattisgarh,Bhilai,20,Female,Security Guard,Marriage,2022-09-26,Active
MIG00445,Ahmednagar,West Bengal,Howrah,45,Male,Agricultural Laborer,Employment,2021-01-03,Active
MIG00446,Nandurbar,Uttar Pradesh,Kanpur,52,Other,Small Vendor,Displacement,2022-06-16,Active
MIG00447,Bhusawal,Chhattisgarh,Raipur,25,Female,Construction Worker,Education,2023-09-06,Active
MIG00448,Ichalkaranji,Gujarat,Vadodara,21,Female,Agricultural Laborer,Employment,2022-04-12,Active
MIG00449,Ulhasnagar,Chhattisgarh,Raipur,25,Male,Daily Wage Laborer,Marriage,2023-05-06,Active
MIG00450,Aurangabad,Karnataka,Mysuru,37,Other,Daily Wage Laborer,Employment,2023-05-24,Active
MIG00451,Hingoli,Chhattisgarh,Bhilai,40,Female,Security Guard,Displacement,2021-03-04,Active
MIG00452,Thane,Odisha,Bhubaneswar,37,Female,Domestic Help,Employment,2024-06-24,Active
MIG00453,Latur,Uttar Pradesh,Varanasi,26,Female,Construction Worker,Marriage,2024-12-11,Active
MIG00454,Ahmednagar,Rajasthan,Jaipur,32,Female,Driver,Employment,2025-01-26,Active
MIG00455,Osmanabad,Telangana,Warangal,60,Male,Factory Worker,Family Move,2021-02-27,Active
MIG00456,Bhandara,Uttar Pradesh,Varanasi,23,Female,Daily Wage Laborer,Displacement,2025-06-22,Active
MIG00457,Sangli,Andhra Pradesh,Vijayawada,33,Other,Domestic Help,Displacement,2025-03-16,Active
MIG00458,Mira-Bhayandar,Rajasthan,Udaipur,23,Male,Agricultural Laborer,Employment,2023-03-08,Active
MIG00459,Hingoli,Gujarat,Ahmedabad,56,Male,Daily Wage Laborer,Employment,2022-06-09,Active
MIG00460,Chandrapur,Bihar,Gaya,54,Female,Factory Worker,Employment,2023-09-30,Active
MIG00461,Beed,Bihar,Patna,42,Female,Security Guard,Education,2021-10-13,Active
MIG00462,Beed,Karnataka,Hubballi,48,Other,Driver,Employment,2021-06-28,Active
MIG00463,Bhiwandi,West Bengal,Howrah,30,Female,Domestic Help,Family Move,2023-07-16,Active
MIG00464,Ulhasnagar,Gujarat,Vadodara,38,Male,Construction Worker,Family Move,2023-04-03,Active
MIG00465,Sangli,West Bengal,Durgapur,33,Female,Security Guard,Displacement,2022-11-19,Active
MIG00466,Chandrapur,Gujarat,Vadodara,40,Female,Security Guard,Family Move,2024-12-16,Active
MIG00467,Amravati,Chhattisgarh,Bhilai,26,Female,Small Vendor,Education,2023-04-27,Active
MIG00468,Wardha,Andhra Pradesh,Visakhapatnam,44,Other,Daily Wage Laborer,Family Move,2021-08-27,Active
MIG00469,Yavatmal,Madhya Pradesh,Jabalpur,26,Other,Daily Wage Laborer,Employment,2022-12-18,Active
MIG00470,Pune,Madhya Pradesh,Jabalpur,30,Female,Factory Worker,Marriage,2024-02-10,Active
MIG00471,Jalgaon,Uttar Pradesh,Lucknow,49,Other,Factory Worker,Marriage,2024-06-18,Active
MIG00472,Chandrapur,Rajasthan,Udaipur,22,Other,Security Guard,Displacement,2025-03-26,Active
MIG00473,Parbhani,Bihar,Muzaffarpur,20,Other,Driver,Family Move,2024-04-11,Active
MIG00474,Mumbai,Chhattisgarh,Bhilai,39,Other,Daily Wage Laborer,Employment,2022-07-22,Active
MIG00475,Panvel,Bihar,Patna,31,Other,Construction Worker,Employment,2021-12-10,Active
MIG00476,Panvel,Gujarat,Ahmedabad,25,Male,Daily Wage Laborer,Marriage,2025-10-31,Active
MIG00477,Ichalkaranji,Bihar,Muzaffarpur,54,Male,Security Guard,Family Move,2021-02-27,Active
MIG00478,Jalna,Telangana,Hyderabad,50,Male,Domestic Help,Family Move,2024-03-25,Active
MIG00479,Parbhani,Rajasthan,Jodhpur,46,Female,Construction Worker,Education,2023-09-15,Active
MIG00480,Bhusawal,Uttar Pradesh,Lucknow,31,Male,Small Vendor,Family Move,2021-10-05,Active
MIG00481,Parbhani,Telangana,Hyderabad,26,Male,Factory Worker,Displacement,2025-10-15,Active
MIG00482,Nashik,Odisha,Bhubaneswar,21,Male,Factory Worker,Marriage,2021-06-02,Active
MIG00483,Bhandara,Chhattisgarh,Raipur,51,Male,Agricultural Laborer,Employment,2024-12-19,Active
MIG00484,Amravati,Telangana,Warangal,18,Other,Small Vendor,Family Move,2025-01-03,Active
MIG00485,Palghar,Madhya Pradesh,Indore,49,Male,Daily Wage Laborer,Family Move,2024-03-12,Active
MIG00486,Latur,Gujarat,Surat,31,Other,Daily Wage Laborer,Education,2024-10-16,Active
MIG00487,Palghar,Telangana,Hyderabad,43,Female,Domestic Help,Displacement,2025-08-13,Active
